freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-6.804782391300000199e+01,-7.043261594000000514e+01,-7.372168018700000403e+01,-7.240023677400000679e+01,-7.648203634099999704e+01
3.001001001000000099e-02,-7.244641368499999601e+01,-8.137835176400000137e+01,-8.095741672200000494e+01,-7.560191226300000267e+01,-7.248214336399999524e+01
5.002002002000000003e-02,-8.020875095700000657e+01,-8.670855501699999479e+01,-7.633365065899999991e+01,-8.312254683800000521e+01,-8.955372811399999478e+01
7.003003002999999560e-02,-8.040240757600000165e+01,-7.716618717199999367e+01,-7.771289360800000168e+01,-8.394940997599999832e+01,-8.459748490299999446e+01
9.004004004000000505e-02,-8.486954364700000042e+01,-8.647986017200000219e+01,-7.919327342299999373e+01,-8.211100749400000609e+01,-8.154178143199999340e+01
1.100500500500000006e-01,-7.908399455800000055e+01,-7.529983733999999629e+01,-8.656353534999999511e+01,-9.380265737999999942e+01,-7.446406209399999909e+01
1.300600600600000101e-01,-7.965984216399999696e+01,-7.306773972199999889e+01,-7.747287008099999639e+01,-7.390134916099999884e+01,-7.817174609100000282e+01
1.500700700700000056e-01,-8.126779788300000007e+01,-8.094327384000000336e+01,-7.903324576599999318e+01,-8.072010347799999863e+01,-8.280314158100000554e+01
1.700800800800000012e-01,-8.453966674800000192e+01,-8.289109766699999682e+01,-8.390119951799999853e+01,-7.753963654400000394e+01,-7.801402088999999762e+01
1.900900900899999968e-01,-8.709112184699999659e+01,-7.044727101300000527e+01,-8.443058958500000699e+01,-7.970279372000000251e+01,-8.007770370500000467e+01
2.101001000999999924e-01,-8.829889028099999848e+01,-7.732913853099999812e+01,-7.995518944600000566e+01,-8.587226933600000223e+01,-7.848379545000000235e+01
2.301101101100000157e-01,-7.884075792299999819e+01,-9.691880590099999893e+01,-8.308228076999999701e+01,-7.529857598499999938e+01,-7.646772818600000221e+01
2.501201201200000113e-01,-8.407590557700000033e+01,-8.658679244699999344e+01,-8.479761817799999335e+01,-7.561549458499999332e+01,-7.703471721799999727e+01
2.701301301299999791e-01,-7.834125629199999707e+01,-9.042581549899999516e+01,-8.659514595299999939e+01,-8.814005075800000100e+01,-8.123602628099999379e+01
2.901401401400000024e-01,-9.325945914899999423e+01,-9.340955342899999891e+01,-8.390682868800000449e+01,-8.046858646200000464e+01,-7.938253758099999402e+01
3.101501501499999702e-01,-8.403246757399999467e+01,-8.056610541599999920e+01,-7.831794023700000196e+01,-8.542463916900000243e+01,-7.800058509500000525e+01
3.301601601600000491e-01,-7.763796333199999822e+01,-8.340029986300000076e+01,-8.378980173200000081e+01,-7.842285595900000317e+01,-8.162701981700000431e+01
3.501701701700000169e-01,-8.377529987699999481e+01,-7.901601098400000467e+01,-7.315258481799999402e+01,-7.815003073500000141e+01,-7.830035182599999644e+01
3.701801801799999847e-01,-7.337307856699999320e+01,-7.836212871399999358e+01,-7.499752296699999476e+01,-7.833438848999999493e+01,-7.445597099600000490e+01
3.901901901900000080e-01,-8.087252302199999576e+01,-7.944806271900000638e+01,-7.663577574800000036e+01,-7.833156461599999432e+01,-7.249751222000000439e+01
4.102002001999999758e-01,-7.573062914300000159e+01,-9.199598002300000132e+01,-7.082293144199999801e+01,-8.365203551599999798e+01,-6.957216726599999390e+01
4.302102102099999992e-01,-7.571324837299999899e+01,-7.958243831699999760e+01,-7.043142851099999291e+01,-7.686826054200000158e+01,-7.579637399499999617e+01
4.502202202200000225e-01,-7.514349573299999463e+01,-7.570283483299999716e+01,-7.318265929599999708e+01,-7.370983004299999664e+01,-7.613785701700000175e+01
4.702302302300000458e-01,-6.967301360300000113e+01,-7.548221070699999302e+01,-7.523875155300000017e+01,-7.266453886499999726e+01,-7.344958282999999710e+01
4.902402402400000136e-01,-7.369827957100000049e+01,-9.348302998699999478e+01,-7.153154366100000061e+01,-8.043897289500000625e+01,-7.307217096799999467e+01
5.102502502500000370e-01,-7.351968387700000562e+01,-7.921898152900000412e+01,-7.463992855300000429e+01,-7.532069716200000187e+01,-6.566160260899999912e+01
5.302602602599999493e-01,-7.865529281199999900e+01,-8.012476562700000216e+01,-7.195286880300000121e+01,-7.328474811600000294e+01,-6.927640501300000153e+01
5.502702702699999726e-01,-6.849338812999999959e+01,-7.802213986099999943e+01,-6.785775789199999508e+01,-7.195335794099999305e+01,-6.131935158699999988e+01
5.702802802799999959e-01,-7.568626504600000260e+01,-8.982951617199999816e+01,-6.714310123600000679e+01,-7.848620911400000466e+01,-6.141726632400000341e+01
