9.119935509517889116e-01,7.888953038050412481e-01,1.251650243375524774e+00,1.290894770801433111e+00,8.478537067028156793e-01,1.029372804702353594e+00,3.113547018381206399e-01,6.689663753109628130e-01,7.400942465481872290e-01,1.040496634376395724e+00,1.097082817648390662e+00,9.315282615965234658e-01,1.117409730202710838e+00,3.927568036241529947e-01,3.117893694597514975e-01,4.478658705405082485e-01,9.247371811475635361e-01,6.233723514714005765e-01,5.557771057052565133e-01,1.171058987402666229e+00,4.056881140335849012e-01,2.298078316560411838e-01,9.698500464461120574e-01,1.043396307016298957e-01,1.229367003806364433e+00,2.067503817935173460e-01,9.844025121744500728e-01,5.264485621314671793e-01,6.966373722489778153e-01,8.241851324848319393e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.148454471524172682e+00,5.657097961997833435e-01,7.706838079093678573e-01,1.061948475452131779e+00,3.478818285122503018e-01,2.995256394795683952e-01,4.706089135314079352e-01,5.095293324041516581e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.303111264851991802e-01,5.282639750185473826e-01,1.116918548609018291e+00,1.060307360323980763e+00,5.179427205862060513e-01,7.789974548969162971e-01,3.595105633729622219e-01,9.966888779766955864e-01,1.221756476935206059e+00,1.895681867709876345e-01,0.000000000000000000e+00,6.916061742853388816e-01,1.319003199119035963e-01,4.197609067590512555e-01,1.037268056861446963e+00,4.557748296225995199e-01,3.779920009367579992e-01,2.607893302958667614e-01,2.670346097953441578e-01,3.478148216806369319e-01,0.000000000000000000e+00,1.017289846291856148e-01,2.265562165402264794e-01,1.204146137617874368e+00,7.479005866748356102e-01,8.758259497229013979e-01,1.289817157447373575e+00,2.117944642573281744e-01,9.459503162494524720e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.783687841140452479e-01,1.192563361316883119e+00,3.101977925211087950e-01,1.144324778939162401e+00,1.200359738626767259e+00,1.290894770801433111e+00,0.000000000000000000e+00,6.493004948413061417e-02,4.282848257656950985e-01,2.594357160338502111e-02,9.855331976378128855e-01,4.360874807892347604e-01,1.290894770801433111e+00,1.039053042304334466e-17,8.565813478632694489e-01,0.000000000000000000e+00,1.045980413534685294e+00,9.998044306470919018e-01
5.704247351746013495e-01,7.407604891172160366e-01,8.445372062332895391e-02,6.193046236003724170e-01,5.723345444890619582e-01,6.997301517674496818e-01,1.003472995447822091e+00,6.222254790863043228e-01,3.597159653473662733e-01,1.567948110404386586e-02,2.387867146437504806e-01,7.673535918082604601e-01,4.088360982914951425e-01,1.244829845473323537e+00,7.630931132769570857e-02,1.714699263738025947e-01,5.562598473462309068e-01,9.634335365576680854e-02,3.292710177059939847e-01,3.716439022111164836e-01,2.311000835517984520e-01,1.523471135133526791e-02,1.172568658852308099e+00,2.389079497662354168e-01,6.633795066389683859e-01,1.256494065402163463e+00,7.136614002292314130e-01,8.725654667431352596e-02,1.710955534996005389e-01,1.279069871616868304e-01,6.553947859450720559e-01,7.073216473770619350e-01,1.241414379911886856e+00,2.364195912888993611e-01,4.264624067356611037e-01,3.458957546808416050e-01,4.325319680747795048e-01,8.975099999212241553e-01,5.416203152939879084e-01,1.127189152187579868e+00,9.917995974061402653e-02,3.340236639063378088e-01,1.143121315313152975e+00,4.361325315280070170e-01,6.886115901815775819e-01,6.364075831135496131e-01,8.203142365419681392e-02,1.210456102490519159e+00,8.019075224634503174e-02,1.049723703367464456e+00,1.090719216385128032e+00,1.228248221216234448e+00,8.198178268102095378e-01,1.131218318710750292e+00,1.161058850000885601e+00,8.008892523176912581e-01,6.908904211350216928e-02,4.381304796827838466e-01,5.316875084538967844e-01,9.619023436800677729e-01,4.635289280898967079e-01,2.850436243780376522e-01,8.873275480318382202e-01,3.637557660970257012e-01,8.084469430344701779e-01,7.114625854414727280e-02,4.436000628435567417e-01,7.122242540537807032e-02,1.360257862347026003e-01,6.353917783485210080e-01,6.595674370483988191e-01,3.667708489270903871e-01,8.561309249750157502e-01,1.155812295975005899e+00,1.084316998519210040e+00,1.000965146229977565e+00,4.079535609728305867e-01,1.009462985725894324e+00,1.052440408869510069e+00,6.631261525734747364e-01,1.249763185914241070e+00,4.387572119727334991e-02,1.011752243343648106e+00,6.287502818840100538e-01,1.391738905800831150e-01,6.947048516566226573e-01,6.447626322818715838e-01,2.856586234591941276e-01,6.230702330771639152e-01,2.179453616446068720e-01,8.089177357065200358e-01
7.117571162737189594e-01,8.778806542527372025e-01,1.257254210776575398e+00,8.182718939438721195e-01,4.030833125417794816e-01,5.335392595027470541e-01,8.768289018037785931e-01,1.005391208363377586e+00,1.843315745137468764e-01,3.647072116297996880e-01,7.122977226381049798e-01,5.271671135912784356e-01,8.269476500908511107e-02,1.266234349397841630e+00,6.730763356880899995e-01,1.198223367249987348e+00,5.716634441141305034e-01,6.703691345939382096e-01,1.122816515351035216e+00,4.360967021350883877e-01,2.305112704902147758e-01,2.900721195173315836e-01,1.038199593706699675e+00,2.861971479438476032e-02,5.487624335606278159e-02,1.884867696141251381e-01,1.189910525141616882e+00,2.737304452410532080e-02,4.085859403823049463e-01,4.811682669575724214e-01,4.926050143595628872e-01,1.168563490230188462e+00,6.780687230976696345e-01,5.146995671893590529e-01,1.166976773919589760e+00,1.262083698146071464e+00,8.783314623941942956e-02,7.284296883310409365e-01,5.117523711736224334e-02,6.815225915417070235e-01,8.198685330181847836e-03,4.751895638286411372e-01,1.177676109061967624e+00,6.748364315850203798e-01,1.705044915053034738e-01,3.089770936142182123e-01,2.642424116157145453e-01,3.834379112746357787e-01,7.962133264108390840e-01,9.168946262851306317e-01,1.198120380846341204e+00,9.670069104933537441e-01,1.241237016580080121e+00,6.495254517664914573e-01,1.159898031809041552e-01,6.967163058702998679e-01,8.863800594630440177e-03,4.637508994125950218e-02,1.167789457461900104e+00,5.950047951629847121e-02,1.251062160103433296e-01,1.116670704309498996e+00,8.771151205555784980e-01,2.520659421612486129e-01,1.112483045358870326e+00,6.753743681310592217e-01,4.424039843160872398e-01,1.033724704722071674e+00,4.663680175563870711e-01,4.913292589187703285e-01,2.445239294519482576e-01,7.792908799772078066e-01,1.120081953499511895e+00,6.263575115757702427e-02,6.264351633885957282e-01,2.069536142211175767e-01,4.049760961516482016e-01,6.564610418731479102e-01,7.489793212672294365e-01,1.234088415644218673e+00,1.924188554077574690e-03,5.244201802790384725e-01,1.126419435390412893e+00,5.427750186668391791e-02,3.741723821027911900e-01,6.441528525161371865e-01,7.924785103157679922e-01,4.114958039174091975e-01,9.962631657714635658e-01,6.357101364502827368e-01,9.511659262410089299e-01
1.021092631022556763e+00,7.046060008381731521e-01,1.116384582059793518e+00,3.547808545163218946e-02,1.121356194508573711e-01,5.865693445935195038e-01,3.746973633133263704e-01,6.510572086562510519e-01,6.128193328900497505e-01,1.196313238334004048e+00,1.777977428001724369e-01,7.315009688089183504e-01,1.203038178771876243e+00,1.294959858483986093e-01,1.071321138533004313e-01,1.203046226133152485e+00,5.176632322576605327e-01,9.776841065317092017e-02,3.478787699787793675e-01,4.900080566854208564e-01,1.922597538628015856e-01,1.029603983667526146e+00,2.013340603553571695e-01,4.351175504582470155e-01,2.560269597153659871e-01,5.184288950848708888e-01,1.068076612230615563e+00,7.004362977611549024e-01,2.898940114197646190e-01,1.481020618634330821e-01,1.795095000096565141e-01,1.087315055954168885e+00,3.646323311646295640e-01,1.557033186237683775e-01,1.906343625984515955e-01,1.113515704574234766e+00,4.272772412683691068e-02,9.224293858023112636e-01,1.774038989466033278e-01,1.057330338949176385e+00,2.986819977885233901e-01,3.096451704743755640e-01,1.269514975032969950e+00,1.089979046970402043e+00,6.703193609485098570e-01,2.830252768132632823e-01,4.329367184756391373e-01,6.861161877546971821e-01,3.363568600137036846e-01,8.101476989583660249e-01,1.869451753064713673e-01,1.123930744944003024e+00,5.848581090582583020e-01,4.415600420967011885e-01,4.388163999593274744e-01,9.959322173738804906e-01,8.521467217815029138e-02,1.015954062663179558e+00,2.606928175330616715e-01,8.667429204612003835e-01,3.029731289537108685e-01,1.121359665618429924e-01,4.366122211137719034e-01,2.231941522023767888e-01,4.890519526068167755e-01,8.903292268591563863e-01,1.011912233081027734e+00,7.286041760465742367e-01,6.803957129856201824e-01,4.736517904552825509e-01,6.207687338556198142e-01,1.208986130295835792e+00,9.012179952733569976e-01,7.432805154050350360e-01,9.768636950771374394e-01,6.512948169527755793e-01,8.844593917591094812e-01,4.641746434673817978e-01,4.221136556250671412e-01,9.420881401902899688e-01,9.293262935135956360e-01,2.038287164963833165e-01,2.558586247807702052e-01,4.437216555332765267e-01,1.132595698132305317e+00,7.079203216189219328e-01,8.154966658925245915e-02,2.726488717636325609e-01,4.744941589138934046e-01,6.367303924698530793e-01,2.358917163939265316e-01
1.040705015055697569e+00,6.864377649737829490e-01,1.166984082714376703e+00,4.662929525307688561e-01,7.570901367824935946e-01,1.096065339546195894e+00,7.937886333256148896e-01,3.509151023714669471e-01,5.351245426854308596e-01,1.038812274443342343e+00,1.098002990151288216e+00,2.927468195723870181e-01,1.824409048871000194e-01,3.120941412547814653e-01,9.793908990218045396e-01,9.369744257146119804e-01,1.194101412129914497e+00,1.284581369387398864e+00,1.289310493150948256e+00,1.518916372347993704e-01,5.598783231182240527e-01,5.971218207658863797e-01,3.713061508564876045e-01,4.072672518432787214e-01,1.137274040120338281e+00,1.004594781412704307e+00,8.668379337111147276e-01,7.984815178113713330e-01,1.050146647265842448e-01,4.597154308992490446e-01,3.520138169634083325e-01,9.191435404299731771e-02,5.900776238997343937e-01,8.723645837251148283e-01,2.300990067539456785e-01,1.198446680358826066e+00,8.140027715680329956e-02,8.515344866326151063e-01,6.365010337923900918e-01,6.178175348722024784e-01,1.129457723362841337e+00,8.167106883514250182e-01,1.235970269679104838e+00,6.021331303979411409e-01,3.819728799364955837e-03,8.557795720823448971e-01,3.817275668418022572e-01,2.732899492529932139e-01,7.524249057010623520e-01,9.700542000550318456e-01,4.653827426774871379e-01,8.620697623624159478e-01,5.934626687328576899e-01,1.227223987973557140e+00,6.846856295675954884e-01,9.184181058072992121e-01,1.195989723850401365e+00,2.099697758512358153e-03,1.997187748016606423e-01,5.869777932661588427e-01,1.269381072448970915e+00,6.330673923710224971e-01,1.173388866732535840e+00,5.498635254843877718e-01,6.038974493195572446e-01,5.168838927665765359e-01,1.105729321262758497e-01,1.111592798400714427e-01,3.765735628355525444e-01,4.253012869024856424e-01,7.216609950433465481e-02,1.152762648738062889e+00,1.091560859157119978e+00,8.284687707783253696e-01,7.952197500018959309e-01,7.573295406696843590e-02,9.452747465860709131e-01,4.889451782543031699e-01,8.596772755410005962e-01,4.954210059555800294e-01,4.620269834179742130e-01,9.742541645004049178e-01,1.174189921213658394e+00,1.767666615354561432e-01,1.525550412030269865e-01,1.991476570566066417e-01,1.349239124361266695e-01,1.124499045535687136e+00,5.879224035241198409e-01,1.014379029324566250e+00,4.399156270680360525e-01
6.733026742690898514e-01,1.055991262211492865e+00,3.341840064343049033e-01,6.401442542037740768e-01,4.998696629309642425e-01,9.124656860858312291e-01,1.127456226419442542e+00,8.831616156557432484e-01,3.707271610903125625e-01,6.034415526576243360e-01,3.448607517334168482e-01,2.645703737538721706e-02,9.851720663919906196e-01,1.020288549137868150e+00,4.219384491693648487e-01,8.410022357406030658e-01,3.596361302483689348e-01,1.017512150786311853e+00,1.066159474814819097e+00,8.303816543742951195e-01,2.743459151096040993e-01,9.271410421596147922e-01,4.974204483511666663e-01,7.267032076840567179e-01,3.147972985351862873e-01,9.977666319981471910e-01,1.165269956643599558e+00,5.426524586743167733e-01,5.911625328138068181e-01,4.639662054722837325e-01,1.251841489386726236e+00,6.966179717393476967e-01,3.763977333603869824e-02,1.114504441349569941e+00,1.118459001341739256e+00,7.299151806407382370e-01,5.410449798122802800e-01,9.826945454759676846e-01,1.442237052871255809e-01,6.004263151774363871e-01,7.320018334628490830e-01,5.685633912555653202e-01,5.052055093012836062e-01,8.080541777039621509e-01,6.146428008427450296e-01,3.763854472538280538e-01,1.188489834545320756e+00,6.237741156473786130e-01,1.144869797010285906e+00,1.238561853259262158e+00,1.061592472951801591e+00,2.437288303415088009e-01,1.165452644493622653e-01,4.129536040829822618e-01,8.760457874054422556e-01,9.218969168981584750e-02,1.025491489245198062e+00,1.259931560681585072e+00,2.362643684741889405e-01,2.027000364575123059e-01,8.855989024003181331e-01,1.084080653567856212e+00,1.497652184701402656e-01,1.006136379274692905e+00,5.293366727025463625e-01,1.266334375057388328e+00,6.575558932710502402e-01,1.142119636780251080e+00,6.525622172857971082e-01,5.251420938205786371e-01,6.487532792898004219e-01,4.908084019070787507e-01,5.046423949272338394e-01,6.347238821107789031e-01,1.084239754896599406e+00,7.369672501006322429e-01,5.517967650996671303e-01,1.008876715793361745e-01,5.929240718074146876e-01,2.164864131024410721e-01,3.444919638543367801e-01,4.547515761541759405e-01,9.199328545260425649e-01,6.018907314987705925e-01,1.085861454739804888e+00,6.002198022083697904e-01,3.026684816051721238e-01,9.891878579516827363e-01,8.226892753874122111e-01,6.396161727198638181e-01,5.333535367901223179e-01
8.142422134794943256e-01,7.503061861190601922e-01,4.812783818434821503e-01,4.098680477125860033e-01,9.112892945558995761e-01,9.317799145455915033e-01,2.774115127662652447e-01,6.232846509718017458e-01,2.787335752033790262e-02,1.101016729647718906e+00,7.572905345141035527e-01,9.119436043950437387e-01,1.176456840223146560e+00,1.015451599759451096e+00,6.270383253402310453e-03,7.069335449076623590e-01,7.367581570748631126e-02,1.005860395860100454e+00,8.645177386822316956e-01,1.148255720150682224e+00,7.845931245225268302e-01,9.727682865827117498e-01,7.046880947169711362e-01,2.624538458685983511e-02,9.524545319382988762e-01,2.165932314511495593e-01,1.276369352579712180e+00,1.218204879166393972e+00,8.396799298737327444e-01,1.384374852732585537e-01,8.529876315183034796e-01,4.512736597026575924e-01,1.450431902204289691e-01,7.835314597305836903e-01,2.858533682838640955e-01,5.047121770842334376e-01,3.356498156287348045e-01,1.252925913909521016e+00,5.052248182543344068e-01,7.195712513756785667e-01,3.353082543498134838e-01,6.949578624834185092e-01,9.231336377585840358e-01,4.088648723344118219e-01,4.976224762792902379e-01,2.152624321903848503e-01,2.787841246030754450e-01,1.041663702888093956e+00,1.169040475288778635e+00,2.631895693926784019e-01,1.187563940916464889e+00,3.177947975516561274e-01,1.046881681631544492e+00,1.046558615902264622e+00,1.075013468191385879e+00,1.250420705486342099e+00,8.586601457312952324e-01,5.162707496331749857e-01,3.514909394437679135e-02,1.180168018780501704e+00,4.091134360302856599e-01,1.125429951328827505e+00,5.667221210686205213e-01,9.513693957137931978e-01,3.216022012296430033e-01,1.087821980454412030e+00,2.908459927169331771e-01,8.670271893163401522e-01,1.884050647583564164e-01,1.471390274210271631e-01,6.834853672641748312e-02,2.716784850640178717e-01,1.171635716885981893e+00,5.977129797312318304e-01,2.924530425459717642e-01,1.179107133143925644e-02,1.609862043351563410e-01,1.172673980825091222e+00,2.178472638328702859e-01,1.069726331808162012e+00,2.669598351744493780e-01,4.630549596632847487e-01,1.003118818040077631e+00,5.155386814610957158e-01,4.398843036388465078e-01,5.837303281764095741e-01,4.176140086105496474e-01,6.603914652082435444e-01,5.639000451613329634e-01,2.739213239459251659e-01,1.164066090053560654e+00
3.530098690365590652e-01,9.250754946883765761e-01,9.302477664549138048e-01,1.224615309730095358e+00,1.086613632260331919e+00,2.896760769902747557e-01,1.206777719938761095e-01,2.176310403760191026e-01,6.327844478481468027e-01,1.251419660727086436e+00,7.356066415469300068e-01,9.649203417917088244e-01,1.097945289986246520e+00,8.869103822748523047e-01,1.273785473643426647e+00,8.292784375749166770e-02,2.988716956841989680e-01,2.936041440951036585e-01,2.778976385884357470e-01,1.199193379040703222e+00,6.292643053704939649e-02,5.938061430542732611e-01,2.974246545619236293e-01,8.287254132839840803e-01,1.194338332708007488e+00,1.757126416882000552e-01,8.740383732295214925e-01,1.109143390358107384e+00,1.075789694825406206e+00,9.503981122636333267e-03,7.988216961470119282e-01,1.177675760873927446e+00,9.155060357481320521e-01,1.086401164247513762e+00,1.218790469650814057e+00,6.056463994453998856e-01,1.121098047246496865e+00,1.079061651267064104e+00,6.954491634209724049e-01,8.891567915067667693e-02,6.861201576021165316e-01,5.465592833905066339e-01,7.156128105034720299e-01,3.026814027652753314e-01,1.022096619746108770e+00,4.893750318115170916e-01,2.526236969140863708e-01,9.977646887644294749e-01,2.660604293500434259e-01,1.266039586718861853e+00,1.046862965188650518e+00,1.075863956130045596e+00,4.021659604562336510e-01,9.313327001303450814e-01,1.683403412224682982e-01,6.110038273959033095e-01,9.128840267180531320e-01,1.041468124131183837e+00,2.885209931128552771e-02,3.203588970998806351e-01,5.454128819155273228e-02,1.207243310282705817e+00,1.188189788271799968e-01,1.066997673878843811e+00,7.794310719008299415e-01,4.115023620401812576e-01,1.113933686153676605e+00,1.286207580997640987e+00,9.315323324025414076e-01,1.114243461276496650e+00,5.252602370587373670e-01,1.178774701181588558e+00,2.812157437012571121e-02,2.681175802170248090e-01,1.083401192816059178e+00,1.069590104209468429e+00,4.284644094022225236e-01,6.846754389075768721e-01,2.008163151276766423e-01,2.124190891666351833e-01,7.015554509534230876e-01,1.067437352066215706e+00,3.311256422121529597e-01,9.166939222398480247e-01,6.676486713490596969e-01,9.973955154872423678e-01,1.473236106260308320e-01,9.241416858812906421e-01,4.088396946348674676e-01,5.751758582912201989e-01,7.075479043743057028e-01
8.912611841173256888e-02,6.458673089626228991e-01,5.052453949832703683e-01,1.263298163112018591e+00,6.814614873399442718e-01,5.390165121894043843e-01,9.428337436827844975e-01,1.087481788435657126e+00,8.418958066795882988e-01,4.476251401199892732e-01,5.299213918936216405e-01,2.311596028342357417e-02,2.968685461721657509e-02,1.271817743041176119e+00,2.594075117764264582e-01,1.539006347696162957e-01,1.259209393367696217e+00,1.128267191756993748e+00,3.388438665587106269e-01,6.088153174025489056e-01,8.101197940526903007e-01,7.386865920131969743e-01,7.476744973874529521e-01,8.752436912047464324e-01,7.823341761438118436e-01,2.031671334571820420e-01,6.842290223748889177e-01,1.127568741776304950e+00,6.883967556049423731e-02,9.040782895893934024e-01,5.598679924597084190e-01,1.153286184433224504e+00,2.395505196470419373e-01,6.924890497114636334e-01,1.082126002191303948e+00,1.263883006843762757e+00,2.387053702947300737e-01,1.187416598484132724e+00,7.373914932314570847e-02,1.045812774595136663e+00,3.988188959624890395e-01,2.117489881623202397e-01,7.903673693420124602e-01,2.654935391741107820e-01,1.108657023370142936e+00,7.907703627217758102e-01,8.564303866119840070e-01,9.594559338515905589e-01,6.424160628028723341e-01,1.021303163916883472e+00,2.299699471283013774e-01,4.719014945421754481e-01,8.550899125821240787e-01,1.021445267315461702e+00,1.117264751104847242e+00,2.252635188415479661e-01,1.180058760349216529e+00,1.081568060697635447e+00,1.574283959569230951e-01,1.012159698669542252e+00,9.997912525352539159e-01,7.307621642574280152e-01,7.092929101934227765e-01,7.695410702642647705e-01,7.531390605727772414e-01,9.546695608572428604e-01,7.352698034934717075e-01,8.347032377176581974e-01,5.473646556323221724e-01,1.037925766705177555e+00,7.954268548265565064e-01,8.055177220682119277e-01,1.155024407501898720e+00,2.409737925014430460e-01,1.214999597390869823e+00,9.527883323491438405e-01,5.322638930549223879e-01,3.638769752267169699e-01,6.544680718242361639e-01,1.201021701927164953e+00,8.690121608454529634e-01,9.908121232469778716e-01,6.484974901425852867e-01,8.697018482543109608e-01,1.567828630470941564e-01,1.017652897649708343e+00,2.498062827153685606e-01,4.541209674338677615e-01,7.268299122492002384e-01,9.683790013937481067e-01,7.459891807790683949e-01
4.764517006929318566e-01,1.150097984636264226e+00,4.912180300597347449e-01,3.738743543456586882e-01,6.897970522447790520e-01,1.305776401316972868e-01,1.070880279430191484e+00,1.139240580588875673e+00,9.468073684867728268e-01,4.490621268909468222e-01,8.389099456619586448e-01,6.781917639259372743e-01,2.329864621990211659e-01,3.312667230242227201e-01,1.054154089260824767e+00,1.258335160371008454e+00,1.057435880287654673e+00,1.154515737744898352e-01,1.024396166222390159e+00,5.275049869619101717e-01,1.474821813448097818e-01,8.455978916735795714e-01,7.374606204644051921e-01,1.279824174900748179e+00,1.030760813224456784e+00,3.715884935263432665e-01,7.262945981231352377e-01,1.030937947572829083e+00,9.464058813560910499e-01,9.537867919237734693e-01,1.148478576679086816e+00,3.957689073459332296e-01,1.232661439195468889e+00,1.255413670045864905e+00,1.187596741457453309e+00,3.952198800014594116e-01,3.447278991869668352e-01,3.487082043049897218e-01,4.166967169587543207e-01,9.841161586847068099e-01,6.883826504384248368e-01,7.487130802786992056e-01,5.774393937072550553e-01,1.185140426499055710e+00,3.943397582656227307e-01,1.063552253538500914e+00,4.915174156059111121e-01,1.133343052281329699e+00,5.814011378995611601e-01,7.897795459562042542e-01,5.368096383573935926e-01,1.697740041618411855e-01,3.183237175712302358e-01,1.192545594945046750e+00,7.078500131299526599e-01,9.256414331621916070e-01,5.052060038168848521e-01,9.122133924060787935e-01,1.257092066058220214e-01,2.304978921576376349e-01,4.200812753509586828e-01,5.902447991945525274e-01,7.362002169284465047e-02,9.348510405618924990e-01,3.467871530332854446e-01,3.746853107413171680e-01,8.877376917146606594e-01,8.244361427430128841e-02,5.014616236695076390e-01,5.299614379249183438e-01,9.807540461626783612e-01,1.136403288737473316e+00,3.755468619579348521e-01,1.682126367324855432e-01,3.047691148515165316e-01,8.314866449146539606e-01,6.615037313141824971e-01,9.477688801351761283e-01,1.223320040506245876e+00,2.218745597749490206e-01,9.377404707025337460e-01,1.108041893695092650e+00,2.460312622856929143e-01,7.411034398514247945e-01,5.883292486029596535e-01,9.945588842091898085e-01,1.256716059823281384e+00,1.616436462690522269e-01,8.365718622011475425e-02,9.350125853829752698e-01,1.672812231847102815e-01
