freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-7.016699630899999818e+01,-7.708272601699999882e+01,-7.254706282600000122e+01,-7.589841294699999708e+01,-7.565472721099999376e+01
3.001001001000000099e-02,-7.690453446600000120e+01,-7.921549777799999958e+01,-7.568949693899999431e+01,-7.897339537800000642e+01,-8.222688495600000635e+01
5.002002002000000003e-02,-8.620183910800000149e+01,-8.244532651400000134e+01,-8.426567134299999395e+01,-8.544838794300000018e+01,-8.268731748800000503e+01
7.003003002999999560e-02,-8.010321458500000347e+01,-7.827566962999999589e+01,-8.450385567899999728e+01,-7.906183849599999292e+01,-7.576415458900000033e+01
9.004004004000000505e-02,-8.138249548599999628e+01,-8.056536014300000659e+01,-7.565898760599999662e+01,-9.926114126800000292e+01,-7.932509673900000280e+01
1.100500500500000006e-01,-7.449839345399999502e+01,-7.869047531900000081e+01,-9.000990830599999981e+01,-8.438827328799999350e+01,-9.016398787500000367e+01
1.300600600600000101e-01,-9.886966646700000183e+01,-7.601213835500000471e+01,-7.327121055099999580e+01,-7.563133041700000092e+01,-7.694082521500000382e+01
1.500700700700000056e-01,-7.908313615500000537e+01,-7.870832230899999615e+01,-8.425696097799999507e+01,-8.134557409100000314e+01,-8.438014316500000689e+01
1.700800800800000012e-01,-7.334143516000000318e+01,-7.651268549600000313e+01,-9.712060357199999316e+01,-7.709443100699999718e+01,-7.834310784400000216e+01
1.900900900899999968e-01,-7.880136371999999767e+01,-7.568493975799999873e+01,-7.829892559500000004e+01,-8.933070556799999906e+01,-7.524240075999999533e+01
2.101001000999999924e-01,-7.947471604499999387e+01,-7.818760768399999961e+01,-8.533731325799999468e+01,-8.057465767300000437e+01,-7.906211854000000017e+01
2.301101101100000157e-01,-7.634129563000000473e+01,-7.603766764399999545e+01,-7.654551145099999587e+01,-9.916355287300000043e+01,-1.086332136799999972e+02
2.501201201200000113e-01,-7.705334572600000342e+01,-7.588104232300000263e+01,-8.150608847899999887e+01,-7.111644071700000325e+01,-8.153938063600000419e+01
2.701301301299999791e-01,-8.460989124699999309e+01,-8.130133811999999693e+01,-8.098636010500000282e+01,-9.111465900100000681e+01,-7.179398974000000067e+01
2.901401401400000024e-01,-8.411183589700000596e+01,-7.583225479200000052e+01,-9.229680584800000531e+01,-7.458665074500000003e+01,-7.707258779500000401e+01
3.101501501499999702e-01,-7.995430531600000279e+01,-8.328693801299999677e+01,-7.943195100699999500e+01,-8.114863422199999832e+01,-6.984247661599999901e+01
3.301601601600000491e-01,-7.948810435599999380e+01,-7.584032450200000142e+01,-7.181238649899999871e+01,-7.782537746299999526e+01,-7.808411007499999812e+01
3.501701701700000169e-01,-8.398788176300000430e+01,-7.899918355200000519e+01,-7.239112961799999368e+01,-8.471438721299999486e+01,-8.219180126999999914e+01
