freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-7.724599559799999327e+01,-7.509851905700000430e+01,-7.539473378799999637e+01,-7.441725394700000606e+01,-8.816034420200000454e+01
3.001001001000000099e-02,-8.917295781400000010e+01,-8.190060306899999887e+01,-8.045061193200000105e+01,-8.013915954899999861e+01,-8.122654317600000695e+01
5.002002002000000003e-02,-8.335297315299999354e+01,-7.916905452199999615e+01,-7.534371120199999439e+01,-8.288334445099999925e+01,-8.340157344000000705e+01
7.003003002999999560e-02,-7.966140291600000012e+01,-7.415216425600000605e+01,-8.684307314100000497e+01,-8.190933267100000137e+01,-7.882425925699999425e+01
9.004004004000000505e-02,-8.163082922099999905e+01,-8.504868560100000252e+01,-8.119522783499999719e+01,-8.107318120499999736e+01,-7.986658258200000660e+01
1.100500500500000006e-01,-9.436679744200000641e+01,-8.584899282199999959e+01,-7.651976272000000279e+01,-7.576531202099999973e+01,-8.104132935299999474e+01
1.300600600600000101e-01,-7.626208074699999884e+01,-7.867302825400000188e+01,-8.143717121199999553e+01,-8.731327870799999857e+01,-8.557403032800000631e+01
1.500700700700000056e-01,-8.478464877400000432e+01,-7.562576209200000221e+01,-8.559808195899999816e+01,-8.124772714099999860e+01,-7.626911256100000003e+01
1.700800800800000012e-01,-8.217266488299999594e+01,-8.904036299999999926e+01,-7.762488966300000470e+01,-8.717035885399999984e+01,-7.450701771100000315e+01
1.900900900899999968e-01,-8.586410700300000087e+01,-8.369463555500000496e+01,-7.563260960099999863e+01,-7.930993765099999848e+01,-8.237736582600000190e+01
2.101001000999999924e-01,-8.014179803499999366e+01,-7.791628281500000242e+01,-8.701462378499999772e+01,-8.394973177200000691e+01,-8.290789324700000407e+01
2.301101101100000157e-01,-9.008599106399999812e+01,-7.794489400999999873e+01,-9.376914752599999758e+01,-7.993119616500000291e+01,-8.006970241000000499e+01
2.501201201200000113e-01,-7.979907017200000041e+01,-7.831623438299999407e+01,-7.548897840099999712e+01,-7.585083987000000150e+01,-7.735856184600000063e+01
2.701301301299999791e-01,-9.547600984800000390e+01,-8.634090156300000274e+01,-7.343054528999999775e+01,-7.420365979700000025e+01,-7.725087469300000009e+01
2.901401401400000024e-01,-8.002719995799999708e+01,-8.909304695500000548e+01,-8.281683019899999465e+01,-7.825190164200000709e+01,-7.859140829300000064e+01
3.101501501499999702e-01,-7.860515317499999810e+01,-7.911616533699999820e+01,-9.337332036099999755e+01,-8.068262066500000174e+01,-7.730653682899999524e+01
3.301601601600000491e-01,-7.589247756000000322e+01,-7.795806609800000331e+01,-7.709696373900000310e+01,-7.854920631100000605e+01,-8.330959114499999885e+01
3.501701701700000169e-01,-7.842550806299999522e+01,-8.385607237300000349e+01,-7.399900239400000146e+01,-7.787452665399999319e+01,-7.062321639200000334e+01
3.701801801799999847e-01,-7.168628918800000349e+01,-7.774794910900000389e+01,-7.261633204000000319e+01,-7.938408992200000114e+01,-7.441676483000000530e+01
3.901901901900000080e-01,-7.452356905199999915e+01,-7.608737613300000646e+01,-7.269730243399999381e+01,-8.802598348499999759e+01,-7.466952993900000024e+01
4.102002001999999758e-01,-7.808604724999999291e+01,-7.620894981200000018e+01,-7.109425614600000642e+01,-8.462466329900000517e+01,-7.107064347399999349e+01
4.302102102099999992e-01,-8.199351406300000633e+01,-9.081643488400000308e+01,-7.848409985099999631e+01,-8.388873125700000344e+01,-7.769097054700000626e+01
4.502202202200000225e-01,-7.535898358999999402e+01,-7.703024367599999778e+01,-9.526479008399999771e+01,-8.150279984799999511e+01,-8.128680548299999487e+01
4.702302302300000458e-01,-7.358745283599999709e+01,-8.938140758500000516e+01,-7.417522972099999379e+01,-7.705810078400000407e+01,-7.436531630800000414e+01
4.902402402400000136e-01,-9.810106323799999473e+01,-7.620231289900000604e+01,-7.611708577699999978e+01,-7.284367629899999486e+01,-7.305097533599999338e+01
5.102502502500000370e-01,-9.952404373100000612e+01,-7.602266095100000598e+01,-6.916778263599999832e+01,-7.711704722400000378e+01,-7.554105094899999528e+01
5.302602602599999493e-01,-8.219247477400000434e+01,-7.483516469100000279e+01,-6.952456383599999867e+01,-8.046154363300000512e+01,-7.110504499900000042e+01
5.502702702699999726e-01,-6.639196146199999760e+01,-8.678203420100000187e+01,-6.602329790500000684e+01,-7.604111922799999945e+01,-6.398572027099999815e+01
5.702802802799999959e-01,-7.047285740799999587e+01,-8.156170891099999665e+01,-6.224137253399999992e+01,-7.248343364900000552e+01,-6.274090620500000171e+01
5.902902902899999082e-01,-8.163867899100000614e+01,-6.813239776300000017e+01,-6.018407284900000320e+01,-8.348695351599999981e+01,-5.941492368800000179e+01
6.103003002999999316e-01,-6.943784605700000157e+01,-6.679863535799999852e+01,-5.652287359700000025e+01,-7.224900176500000271e+01,-5.765666004500000241e+01
6.303103103099999549e-01,-6.686359968700000422e+01,-6.773394380300000250e+01,-5.401910146699999871e+01,-7.924329833900000608e+01,-5.744020801199999937e+01
6.503203203200000893e-01,-6.990164281399999879e+01,-6.523400352199999475e+01,-5.203058329000000271e+01,-7.261044288799999435e+01,-5.529178291499999887e+01
6.703303303300000016e-01,-7.656283636000000570e+01,-6.437656932800000220e+01,-4.927539665900000188e+01,-6.512846621100000277e+01,-5.151840761999999785e+01
6.903403403400000249e-01,-7.100679355399999793e+01,-5.967129043799999977e+01,-4.914075305400000104e+01,-6.799819593099999793e+01,-4.982128362800000332e+01
7.103503503500000482e-01,-6.388098934700000342e+01,-5.922420206200000337e+01,-4.761458024899999941e+01,-6.535049990400000297e+01,-4.835097360200000338e+01
7.303603603599999605e-01,-5.802116676800000050e+01,-5.445505280999999798e+01,-4.771402996199999791e+01,-6.843371249000000489e+01,-4.683195851699999679e+01
7.503703703699999839e-01,-5.893449993200000137e+01,-5.449253858600000200e+01,-4.862227151999999819e+01,-7.081635529499999393e+01,-4.506646570299999865e+01
7.703803803800000072e-01,-5.756130037599999838e+01,-5.674258638599999927e+01,-4.797475799000000052e+01,-6.597620689800000093e+01,-4.472995086000000242e+01
7.903903903900000305e-01,-5.649306260899999899e+01,-5.525646279000000050e+01,-4.732609340700000189e+01,-6.544520313399999623e+01,-4.341017000800000147e+01
8.104004003999999428e-01,-5.427649621100000132e+01,-5.877476812599999789e+01,-4.713934054399999951e+01,-7.078032602499999371e+01,-4.305753272100000117e+01
8.304104104099999661e-01,-5.367864363099999991e+01,-6.745012580300000593e+01,-4.857138469600000263e+01,-6.508727255200000172e+01,-4.298479378500000081e+01
8.504204204199999895e-01,-5.267864576800000265e+01,-5.785811099099999666e+01,-4.910606043100000306e+01,-6.181224093800000219e+01,-4.387345120700000223e+01
8.704304304299999018e-01,-5.300898394299999694e+01,-5.563630898299999927e+01,-4.805204548399999709e+01,-6.500333554200000208e+01,-4.418339154000000235e+01
8.904404404400000361e-01,-5.404895772399999743e+01,-5.755053620999999708e+01,-4.773220426400000349e+01,-6.115653466900000268e+01,-4.329335879100000284e+01
9.104504504500000595e-01,-5.167261987900000264e+01,-5.747228073699999840e+01,-4.737509388600000193e+01,-5.837299049500000336e+01,-4.334463877000000309e+01
9.304604604600000828e-01,-5.420779972500000099e+01,-5.767877202199999687e+01,-4.777557090599999867e+01,-6.164083359800000039e+01,-4.378764597699999683e+01
9.504704704699999951e-01,-5.444763388100000157e+01,-5.642542637900000102e+01,-4.823130642699999981e+01,-5.904033854600000097e+01,-4.349637239500000163e+01
9.704804804800000184e-01,-5.537534749900000008e+01,-5.858441581099999951e+01,-4.808230978000000277e+01,-6.269935268199999712e+01,-4.444858945899999725e+01
9.904904904900000417e-01,-5.427533155599999759e+01,-6.565470558299999482e+01,-4.957371553600000169e+01,-6.123418511399999886e+01,-4.519394686399999728e+01
1.010500500500000065e+00,-5.599031968700000306e+01,-6.888554059099999449e+01,-4.873231917500000066e+01,-6.399630682299999762e+01,-4.607501366900000050e+01
1.030510510500000088e+00,-5.785092810100000094e+01,-6.196959935299999955e+01,-4.948148988700000217e+01,-6.531337302100000386e+01,-4.622778645399999675e+01
1.050520520500000110e+00,-5.958328625699999748e+01,-6.143931315799999737e+01,-4.881216562699999884e+01,-6.223771489800000012e+01,-4.634432857699999886e+01
1.070530530499999911e+00,-5.983254965900000144e+01,-6.106920492199999728e+01,-5.030116646199999764e+01,-6.313989454000000023e+01,-4.609639059900000291e+01
