freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-7.676217568900000288e+01,-7.715107591299999967e+01,-7.655749883000000011e+01,-8.357164321599999823e+01,-8.522998826699999597e+01
3.001001001000000099e-02,-7.205718945099999928e+01,-6.981690997600000514e+01,-7.382258243799999775e+01,-8.104095899899999722e+01,-7.356716612399999633e+01
5.002002002000000003e-02,-8.149720032499999434e+01,-8.212461593499999424e+01,-8.205828675300000441e+01,-8.175845363199999838e+01,-8.877212826199999540e+01
7.003003002999999560e-02,-7.150650048100000333e+01,-9.099455278599999986e+01,-7.941170533899999384e+01,-8.057699654699999314e+01,-7.769507985299999575e+01
9.004004004000000505e-02,-8.554473659600000701e+01,-8.039547805399999447e+01,-9.501112771900000098e+01,-8.104001892899999859e+01,-8.033136198900000124e+01
1.100500500500000006e-01,-9.219366329800000415e+01,-7.561385913399999481e+01,-8.798451241300000447e+01,-9.119989485700000387e+01,-8.314705870800000298e+01
1.300600600600000101e-01,-8.134472966799999938e+01,-7.790009843500000386e+01,-8.422649605200000167e+01,-8.198223674300000141e+01,-7.522684646400000474e+01
1.500700700700000056e-01,-7.751849965499999939e+01,-8.119402083699999650e+01,-7.641801866999999504e+01,-9.245598845899999674e+01,-8.289094524899999783e+01
1.700800800800000012e-01,-7.491869211099999859e+01,-7.519039297999999860e+01,-7.644398687999999709e+01,-7.810317649099999926e+01,-8.185080280299999345e+01
1.900900900899999968e-01,-7.826286231500000667e+01,-7.766804993099999876e+01,-8.114679143799999395e+01,-8.191762122500000487e+01,-7.677256951900000104e+01
2.101001000999999924e-01,-8.245254808900000398e+01,-8.290276733000000320e+01,-7.766490209500000219e+01,-8.287829979800000046e+01,-7.501320105099999580e+01
2.301101101100000157e-01,-8.027827960999999846e+01,-7.566795902399999818e+01,-7.890755028799999593e+01,-7.846880745800000057e+01,-8.766833189700000162e+01
2.501201201200000113e-01,-8.041238420099999473e+01,-8.369533300499999484e+01,-7.791910698799999579e+01,-7.609585362500000372e+01,-7.832905242799999712e+01
