freq_GHz,S21_real,S21_imag,S21_mag,S31_real,S31_imag,S31_mag
1.000000000000000048e-04,-8.528402668299999334e+01,0.000000000000000000e+00,8.528402668299999334e+01,-8.571545562800000084e+01,0.000000000000000000e+00,8.571545562800000084e+01
2.011991992000000326e-02,-8.413048051299999486e+01,0.000000000000000000e+00,8.413048051299999486e+01,-9.195418570299999317e+01,0.000000000000000000e+00,9.195418570299999317e+01
4.013983984000000366e-02,-9.857125705999999354e+01,0.000000000000000000e+00,9.857125705999999354e+01,-9.368315778199999500e+01,0.000000000000000000e+00,9.368315778199999500e+01
6.015975976000000058e-02,-1.016635009200000042e+02,0.000000000000000000e+00,1.016635009200000042e+02,-1.089081043399999942e+02,0.000000000000000000e+00,1.089081043399999942e+02
8.017967968000000445e-02,-1.009745447199999973e+02,0.000000000000000000e+00,1.009745447199999973e+02,-9.813470517800000437e+01,0.000000000000000000e+00,9.813470517800000437e+01
1.001995995999999944e-01,-9.762540303900000538e+01,0.000000000000000000e+00,9.762540303900000538e+01,-1.102177038500000066e+02,0.000000000000000000e+00,1.102177038500000066e+02
1.202195195199999983e-01,-9.636133018699999297e+01,0.000000000000000000e+00,9.636133018699999297e+01,-8.987014554900000007e+01,0.000000000000000000e+00,8.987014554900000007e+01
1.402394394400000022e-01,-9.442712990399999740e+01,0.000000000000000000e+00,9.442712990399999740e+01,-1.107414324700000066e+02,0.000000000000000000e+00,1.107414324700000066e+02
1.602593593600000199e-01,-9.007164327099999923e+01,0.000000000000000000e+00,9.007164327099999923e+01,-9.021362093700000173e+01,0.000000000000000000e+00,9.021362093700000173e+01
1.802792792800000099e-01,-9.999040961000000038e+01,0.000000000000000000e+00,9.999040961000000038e+01,-9.416235084299999869e+01,0.000000000000000000e+00,9.416235084299999869e+01
2.002991991999999999e-01,-1.042424373099999997e+02,0.000000000000000000e+00,1.042424373099999997e+02,-9.764846614299999317e+01,0.000000000000000000e+00,9.764846614299999317e+01
2.203191191200000176e-01,-9.216691004899999484e+01,0.000000000000000000e+00,9.216691004899999484e+01,-9.904870004900000424e+01,0.000000000000000000e+00,9.904870004900000424e+01
