freq_GHz,S21_real,S21_imag,S21_mag,S31_real,S31_imag,S31_mag
1.000000000000000048e-04,-9.433370207599999446e+01,0.000000000000000000e+00,9.433370207599999446e+01,-8.139103803099999368e+01,0.000000000000000000e+00,8.139103803099999368e+01
2.011991992000000326e-02,-8.450249631799999861e+01,0.000000000000000000e+00,8.450249631799999861e+01,-8.836627053600000181e+01,0.000000000000000000e+00,8.836627053600000181e+01
4.013983984000000366e-02,-9.104805500499999482e+01,0.000000000000000000e+00,9.104805500499999482e+01,-9.251546262499999784e+01,0.000000000000000000e+00,9.251546262499999784e+01
6.015975976000000058e-02,-8.880903097799999557e+01,0.000000000000000000e+00,8.880903097799999557e+01,-9.358357713200000205e+01,0.000000000000000000e+00,9.358357713200000205e+01
8.017967968000000445e-02,-1.069412930900000021e+02,0.000000000000000000e+00,1.069412930900000021e+02,-8.857167582200000311e+01,0.000000000000000000e+00,8.857167582200000311e+01
1.001995995999999944e-01,-9.406444764799999803e+01,0.000000000000000000e+00,9.406444764799999803e+01,-9.662148114400000054e+01,0.000000000000000000e+00,9.662148114400000054e+01
1.202195195199999983e-01,-8.885945579100000202e+01,0.000000000000000000e+00,8.885945579100000202e+01,-8.892466901800000301e+01,0.000000000000000000e+00,8.892466901800000301e+01
1.402394394400000022e-01,-1.147284136300000057e+02,0.000000000000000000e+00,1.147284136300000057e+02,-1.045936608199999966e+02,0.000000000000000000e+00,1.045936608199999966e+02
1.602593593600000199e-01,-8.718265327899999306e+01,0.000000000000000000e+00,8.718265327899999306e+01,-9.496429937700000323e+01,0.000000000000000000e+00,9.496429937700000323e+01
1.802792792800000099e-01,-8.726847216100000537e+01,0.000000000000000000e+00,8.726847216100000537e+01,-9.572065334100000200e+01,0.000000000000000000e+00,9.572065334100000200e+01
2.002991991999999999e-01,-1.063210337999999950e+02,0.000000000000000000e+00,1.063210337999999950e+02,-1.039222577000000030e+02,0.000000000000000000e+00,1.039222577000000030e+02
2.203191191200000176e-01,-9.688352710799999556e+01,0.000000000000000000e+00,9.688352710799999556e+01,-9.437754681900000264e+01,0.000000000000000000e+00,9.437754681900000264e+01
2.403390390399999799e-01,-9.178618252399999733e+01,0.000000000000000000e+00,9.178618252399999733e+01,-9.753848547399999802e+01,0.000000000000000000e+00,9.753848547399999802e+01
2.603589589599999976e-01,-9.748274715499999843e+01,0.000000000000000000e+00,9.748274715499999843e+01,-9.317801254500000141e+01,0.000000000000000000e+00,9.317801254500000141e+01
2.803788788800000154e-01,-9.390332315099999505e+01,0.000000000000000000e+00,9.390332315099999505e+01,-9.469599963000000287e+01,0.000000000000000000e+00,9.469599963000000287e+01
3.003987988000000331e-01,-1.007771994699999993e+02,0.000000000000000000e+00,1.007771994699999993e+02,-9.114567884500000616e+01,0.000000000000000000e+00,9.114567884500000616e+01
3.204187187200000508e-01,-9.866481067799999494e+01,0.000000000000000000e+00,9.866481067799999494e+01,-9.500680066699999315e+01,0.000000000000000000e+00,9.500680066699999315e+01
3.404386386400000131e-01,-9.694717248700000312e+01,0.000000000000000000e+00,9.694717248700000312e+01,-9.667684001099999591e+01,0.000000000000000000e+00,9.667684001099999591e+01
3.604585585599999753e-01,-9.036080416900000500e+01,0.000000000000000000e+00,9.036080416900000500e+01,-9.804618947800000228e+01,0.000000000000000000e+00,9.804618947800000228e+01
3.804784784799999930e-01,-8.875568165900000395e+01,0.000000000000000000e+00,8.875568165900000395e+01,-9.802923028399999339e+01,0.000000000000000000e+00,9.802923028399999339e+01
4.004983983999999553e-01,-9.246276550800000393e+01,0.000000000000000000e+00,9.246276550800000393e+01,-9.503013964199999464e+01,0.000000000000000000e+00,9.503013964199999464e+01
4.205183183199999730e-01,-8.926470128699999407e+01,0.000000000000000000e+00,8.926470128699999407e+01,-8.900907901600000116e+01,0.000000000000000000e+00,8.900907901600000116e+01
4.405382382399999908e-01,-9.306869829699999741e+01,0.000000000000000000e+00,9.306869829699999741e+01,-9.381630150099999810e+01,0.000000000000000000e+00,9.381630150099999810e+01
4.605581581600000085e-01,-9.379733142800000678e+01,0.000000000000000000e+00,9.379733142800000678e+01,-9.010693544199999394e+01,0.000000000000000000e+00,9.010693544199999394e+01
4.805780780799999707e-01,-1.003211154300000061e+02,0.000000000000000000e+00,1.003211154300000061e+02,-9.823574754800000619e+01,0.000000000000000000e+00,9.823574754800000619e+01
5.005979980000000440e-01,-8.980568334699999866e+01,0.000000000000000000e+00,8.980568334699999866e+01,-9.184567902099999515e+01,0.000000000000000000e+00,9.184567902099999515e+01
5.206179179200000062e-01,-8.392071235000000229e+01,0.000000000000000000e+00,8.392071235000000229e+01,-8.582367842099999677e+01,0.000000000000000000e+00,8.582367842099999677e+01
5.406378378400000795e-01,-8.503292847199999471e+01,0.000000000000000000e+00,8.503292847199999471e+01,-8.482356105399999535e+01,0.000000000000000000e+00,8.482356105399999535e+01
5.606577577600000417e-01,-8.788620647000000474e+01,0.000000000000000000e+00,8.788620647000000474e+01,-8.248213697200000638e+01,0.000000000000000000e+00,8.248213697200000638e+01
5.806776776799998929e-01,-7.961634295000000350e+01,0.000000000000000000e+00,7.961634295000000350e+01,-8.049401443300000381e+01,0.000000000000000000e+00,8.049401443300000381e+01
6.006975976000000772e-01,-7.870086084499999401e+01,0.000000000000000000e+00,7.870086084499999401e+01,-7.878547011700000269e+01,0.000000000000000000e+00,7.878547011700000269e+01
6.207175175199999284e-01,-7.829606592000000376e+01,0.000000000000000000e+00,7.829606592000000376e+01,-7.769219171999999674e+01,0.000000000000000000e+00,7.769219171999999674e+01
6.407374374400001127e-01,-7.471422501700000396e+01,0.000000000000000000e+00,7.471422501700000396e+01,-7.568838397899999393e+01,0.000000000000000000e+00,7.568838397899999393e+01
6.607573573599999639e-01,-7.473946825599999499e+01,0.000000000000000000e+00,7.473946825599999499e+01,-7.524339231899999447e+01,0.000000000000000000e+00,7.524339231899999447e+01
6.807772772799999261e-01,-7.268649508599999365e+01,0.000000000000000000e+00,7.268649508599999365e+01,-7.081173493299999677e+01,0.000000000000000000e+00,7.081173493299999677e+01
7.007971971999999994e-01,-6.940934121600000140e+01,0.000000000000000000e+00,6.940934121600000140e+01,-6.849024261799999636e+01,0.000000000000000000e+00,6.849024261799999636e+01
7.208171171199999616e-01,-6.648955502699999442e+01,0.000000000000000000e+00,6.648955502699999442e+01,-6.617074870899999439e+01,0.000000000000000000e+00,6.617074870899999439e+01
7.408370370399999238e-01,-6.576732008700000165e+01,0.000000000000000000e+00,6.576732008700000165e+01,-6.362740331799999893e+01,0.000000000000000000e+00,6.362740331799999893e+01
7.608569569599999971e-01,-6.439413269700000342e+01,0.000000000000000000e+00,6.439413269700000342e+01,-6.211933710099999928e+01,0.000000000000000000e+00,6.211933710099999928e+01
7.808768768799999593e-01,-6.319009273100000001e+01,0.000000000000000000e+00,6.319009273100000001e+01,-6.088064172400000018e+01,0.000000000000000000e+00,6.088064172400000018e+01
8.008967967999999216e-01,-6.234587636300000213e+01,0.000000000000000000e+00,6.234587636300000213e+01,-5.994952295800000286e+01,0.000000000000000000e+00,5.994952295800000286e+01
8.209167167199999948e-01,-6.045279592199999996e+01,0.000000000000000000e+00,6.045279592199999996e+01,-5.882120169200000248e+01,0.000000000000000000e+00,5.882120169200000248e+01
8.409366366399999571e-01,-5.851628443199999907e+01,0.000000000000000000e+00,5.851628443199999907e+01,-5.768685129800000055e+01,0.000000000000000000e+00,5.768685129800000055e+01
8.609565565599999193e-01,-5.730217817999999852e+01,0.000000000000000000e+00,5.730217817999999852e+01,-5.551051950899999810e+01,0.000000000000000000e+00,5.551051950899999810e+01
8.809764764799999925e-01,-5.550595250399999969e+01,0.000000000000000000e+00,5.550595250399999969e+01,-5.359087481600000302e+01,0.000000000000000000e+00,5.359087481600000302e+01
9.009963963999999548e-01,-5.272023645600000208e+01,0.000000000000000000e+00,5.272023645600000208e+01,-5.105970528600000335e+01,0.000000000000000000e+00,5.105970528600000335e+01
9.210163163200000280e-01,-4.885600398399999733e+01,0.000000000000000000e+00,4.885600398399999733e+01,-4.903077126499999849e+01,0.000000000000000000e+00,4.903077126499999849e+01
9.410362362399999903e-01,-4.689940827099999865e+01,0.000000000000000000e+00,4.689940827099999865e+01,-4.667376796399999961e+01,0.000000000000000000e+00,4.667376796399999961e+01
9.610561561599999525e-01,-4.407195293600000241e+01,0.000000000000000000e+00,4.407195293600000241e+01,-4.351436005600000101e+01,0.000000000000000000e+00,4.351436005600000101e+01
9.810760760800000257e-01,-4.132625946099999936e+01,0.000000000000000000e+00,4.132625946099999936e+01,-4.103367435100000193e+01,0.000000000000000000e+00,4.103367435100000193e+01
