freq_GHz,S21_dB,S31_dB
1.000000000000000048e-04,-8.039361107199999879e+01,-8.491516226900000675e+01
2.011991992000000326e-02,-8.830628526200000294e+01,-9.172007578100000558e+01
4.013983984000000366e-02,-9.889105508800000166e+01,-9.113663243700000294e+01
6.015975976000000058e-02,-9.321230549400000598e+01,-8.849517940299999452e+01
8.017967968000000445e-02,-9.228493226300000174e+01,-9.516262942100000544e+01
1.001995995999999944e-01,-9.345963076900000033e+01,-9.175228448599999354e+01
1.202195195199999983e-01,-9.634703530000000171e+01,-1.012310621799999950e+02
1.402394394400000022e-01,-1.067668161900000001e+02,-1.123037378899999936e+02
1.602593593600000199e-01,-9.088403313700000297e+01,-1.000146144899999996e+02
1.802792792800000099e-01,-1.010976322500000038e+02,-9.356706302199999925e+01
2.002991991999999999e-01,-9.440100002399999823e+01,-9.921943640800000708e+01
2.203191191200000176e-01,-9.368512687800000549e+01,-9.309587364200000081e+01
2.403390390399999799e-01,-9.489415393199999471e+01,-9.891924819199999774e+01
2.603589589599999976e-01,-1.016806253400000060e+02,-9.925127892099999372e+01
2.803788788800000154e-01,-9.676832018800000412e+01,-1.028652835599999946e+02
3.003987988000000331e-01,-9.820347231200000238e+01,-1.039486594800000034e+02
3.204187187200000508e-01,-9.612366318300000501e+01,-9.181228408100000138e+01
3.404386386400000131e-01,-1.014907022200000029e+02,-9.162856088700000612e+01
3.604585585599999753e-01,-9.194205465899999297e+01,-9.338591135500000462e+01
3.804784784799999930e-01,-1.096050757699999991e+02,-9.043745295099999737e+01
4.004983983999999553e-01,-8.962384392600000638e+01,-1.041285587499999963e+02
4.205183183199999730e-01,-8.824891510800000560e+01,-1.111100203799999946e+02
4.405382382399999908e-01,-9.246898860500000694e+01,-8.879292943900000523e+01
4.605581581600000085e-01,-1.012902078299999999e+02,-8.751218384000000583e+01
4.805780780799999707e-01,-8.938481161599999325e+01,-9.036651591000000394e+01
5.005979980000000440e-01,-9.619925597300000675e+01,-8.911797978600000647e+01
5.206179179200000062e-01,-8.576162958999999830e+01,-9.881930155899999590e+01
5.406378378400000795e-01,-8.973470510399999966e+01,-9.679269083100000159e+01
5.606577577600000417e-01,-8.455075444400000606e+01,-8.870207777000000249e+01
5.806776776799998929e-01,-8.779341240200000129e+01,-8.618229581500000336e+01
6.006975976000000772e-01,-7.974548191200000247e+01,-8.623480903300000477e+01
6.207175175199999284e-01,-8.304267808800000239e+01,-8.921111491000000626e+01
6.407374374400001127e-01,-8.434733148399999436e+01,-7.936773826300000678e+01
6.607573573599999639e-01,-7.862711615999999992e+01,-7.860301579599999400e+01
6.807772772799999261e-01,-7.388340672100000006e+01,-7.691313059799999508e+01
7.007971971999999994e-01,-7.182270711099999971e+01,-7.390638971900000342e+01
7.208171171199999616e-01,-6.791768868500000167e+01,-7.227527870500000517e+01
7.408370370399999238e-01,-6.505587077399999885e+01,-7.111596380500000691e+01
7.608569569599999971e-01,-6.293661044600000309e+01,-6.817147790100000293e+01
7.808768768799999593e-01,-6.243213133100000078e+01,-6.536679228900000282e+01
8.008967967999999216e-01,-6.031434443700000259e+01,-6.515063811100000635e+01
8.209167167199999948e-01,-5.929857791999999961e+01,-6.142042036099999791e+01
8.409366366399999571e-01,-5.769901327600000229e+01,-5.874955211700000035e+01
8.609565565599999193e-01,-5.588680931999999757e+01,-5.807450270100000012e+01
8.809764764799999925e-01,-5.333403743200000235e+01,-5.554475590500000237e+01
9.009963963999999548e-01,-5.008234258400000272e+01,-5.213841886099999812e+01
9.210163163200000280e-01,-4.782482924499999655e+01,-4.882631510400000252e+01
9.410362362399999903e-01,-4.530520681699999841e+01,-4.628098027400000092e+01
9.610561561599999525e-01,-4.298124084999999894e+01,-4.398082645899999932e+01
9.810760760800000257e-01,-4.130100304599999816e+01,-4.215831055999999677e+01
1.001095996000000099e+00,-4.009765144600000042e+01,-4.122295734899999786e+01
1.021115915900000060e+00,-3.945903706699999702e+01,-4.134182289000000310e+01
1.041135835800000020e+00,-3.941700880300000165e+01,-3.985133671700000235e+01
1.061155755799999989e+00,-3.971537875899999648e+01,-3.814609481699999805e+01
1.081175675699999950e+00,-3.838310977900000154e+01,-3.678470430499999821e+01
1.101195595599999910e+00,-3.839381610899999941e+01,-3.637600895700000336e+01
1.121215515500000093e+00,-3.706922308499999730e+01,-3.520693807800000030e+01
1.141235435400000053e+00,-3.534538560400000051e+01,-3.432452642399999831e+01
1.161255355400000022e+00,-3.464636405600000302e+01,-3.328194865300000060e+01
1.181275275299999983e+00,-3.139442031700000157e+01,-3.260252179999999811e+01
1.201295195199999943e+00,-3.043955689399999898e+01,-3.167642178699999889e+01
1.221315115099999904e+00,-2.898808423899999909e+01,-3.107053545000000128e+01
1.241335035000000087e+00,-2.753461399400000076e+01,-3.047705459100000169e+01
1.261354955000000055e+00,-2.630149636599999852e+01,-2.962902640600000126e+01
1.281374874900000016e+00,-2.531251271000000003e+01,-2.880652308699999864e+01
1.301394794799999977e+00,-2.450781367400000121e+01,-2.818167742800000042e+01
1.321414714699999937e+00,-2.413454174499999993e+01,-2.671101697799999997e+01
1.341434634599999898e+00,-2.337210756200000006e+01,-2.522173248600000051e+01
1.361454554599999867e+00,-2.311622806700000154e+01,-2.466310139500000176e+01
1.381474474500000049e+00,-2.300889280000000170e+01,-2.249138834200000048e+01
1.401494394400000010e+00,-2.295019747799999976e+01,-2.120828641599999997e+01
1.421514314299999970e+00,-2.145198774600000036e+01,-2.021285549699999962e+01
1.441534234200000153e+00,-2.105694214000000031e+01,-1.895361369700000154e+01
1.461554154200000122e+00,-2.119784387700000039e+01,-1.841123048700000098e+01
1.481574074099999860e+00,-2.006435637099999880e+01,-1.833902166700000080e+01
1.501593994000000043e+00,-1.944224234100000004e+01,-1.764623496100000111e+01
1.521613913900000004e+00,-1.930136558399999913e+01,-1.683817858700000158e+01
1.541633833799999964e+00,-1.958093585299999972e+01,-1.632116534100000038e+01
1.561653753799999933e+00,-1.875447083899999967e+01,-1.697629256900000172e+01
1.581673673700000116e+00,-1.764702763800000085e+01,-1.701450974899999835e+01
1.601693593599999854e+00,-1.702644485600000124e+01,-1.737817709600000171e+01
1.621713513500000037e+00,-1.698145117400000004e+01,-1.820098774599999913e+01
1.641733433399999997e+00,-1.648461384899999871e+01,-1.832938882699999894e+01
1.661753353400000188e+00,-1.590108562300000017e+01,-1.878568279099999927e+01
1.681773273299999927e+00,-1.548272685899999956e+01,-1.878409874700000159e+01
1.701793193200000109e+00,-1.570473496900000043e+01,-1.920195949700000071e+01
1.721813113099999848e+00,-1.544385452899999933e+01,-1.965999974100000003e+01
1.741833033000000031e+00,-1.542148012400000034e+01,-1.990354604199999855e+01
1.761852952999999999e+00,-1.523546687600000027e+01,-2.127646779399999843e+01
1.781872872900000182e+00,-1.497891610399999962e+01,-2.114940122200000161e+01
1.801892792799999921e+00,-1.464314932899999988e+01,-1.948855917199999865e+01
1.821912712700000103e+00,-1.412279206999999914e+01,-1.934946975700000138e+01
1.841932632599999842e+00,-1.332688030499999954e+01,-1.852428865799999969e+01
1.861952552599999811e+00,-1.336191764700000029e+01,-1.801726495000000128e+01
1.881972472499999993e+00,-1.365274653800000060e+01,-1.685792002799999878e+01
1.901992392400000176e+00,-1.383507448900000014e+01,-1.608748435300000068e+01
1.922012312299999914e+00,-1.358291340200000086e+01,-1.536755461399999945e+01
1.942032232200000097e+00,-1.387091945200000076e+01,-1.487682181999999997e+01
1.962052152200000066e+00,-1.381790570000000073e+01,-1.479529123000000013e+01
1.982072072099999804e+00,-1.346968037799999962e+01,-1.435227891299999925e+01
2.002091991999999987e+00,-1.363755330300000068e+01,-1.404280410600000017e+01
2.022111911900000170e+00,-1.370950657000000028e+01,-1.374378044700000068e+01
2.042131831799999908e+00,-1.365509440199999958e+01,-1.404645590700000035e+01
2.062151751800000099e+00,-1.385200318599999925e+01,-1.447307759199999921e+01
2.082171671699999838e+00,-1.366272234700000077e+01,-1.457250499000000055e+01
2.102191591600000020e+00,-1.322380588899999942e+01,-1.425182042900000035e+01
2.122211511500000203e+00,-1.326423307600000001e+01,-1.409584958099999952e+01
2.142231431399999941e+00,-1.344480248500000030e+01,-1.406773144299999956e+01
2.162251351400000132e+00,-1.351967971700000071e+01,-1.404551114300000059e+01
2.182271271300000315e+00,-1.341964695599999935e+01,-1.402851771099999922e+01
2.202291191199999609e+00,-1.339165920499999984e+01,-1.400499511800000008e+01
2.222311111099999792e+00,-1.343674358700000049e+01,-1.395434073600000069e+01
2.242331030999999975e+00,-1.349390460000000047e+01,-1.374322743899999999e+01
2.262350951000000165e+00,-1.335865665699999916e+01,-1.377292242400000077e+01
2.282370870899999904e+00,-1.304776732700000075e+01,-1.387868633399999929e+01
2.302390790800000087e+00,-1.294255944500000055e+01,-1.385343100599999921e+01
2.322410710699999825e+00,-1.308800156799999925e+01,-1.376527565800000019e+01
2.342430630600000008e+00,-1.306827219800000073e+01,-1.376567404000000039e+01
2.362450550599999755e+00,-1.294409385900000053e+01,-1.390642304600000045e+01
2.382470470499999937e+00,-1.302334171799999929e+01,-1.400375054100000050e+01
2.402490390400000120e+00,-1.327693771300000058e+01,-1.424684782599999977e+01
2.422510310300000302e+00,-1.357667062800000046e+01,-1.411136534399999931e+01
2.442530230199999597e+00,-1.408131835800000076e+01,-1.416198524500000033e+01
2.462550150199999788e+00,-1.426846308500000049e+01,-1.417751223800000027e+01
2.482570070099999970e+00,-1.462581508200000080e+01,-1.433108385999999967e+01
2.502589990000000153e+00,-1.479822490499999965e+01,-1.441495395399999957e+01
2.522609909899999892e+00,-1.539928901100000047e+01,-1.451050176400000069e+01
2.542629829800000074e+00,-1.583201630599999987e+01,-1.465137383599999943e+01
2.562649749699999813e+00,-1.604081490900000162e+01,-1.498045650799999962e+01
2.582669669700000004e+00,-1.650592639599999956e+01,-1.513886330599999930e+01
2.602689589599999742e+00,-1.712274848699999907e+01,-1.534163949100000046e+01
2.622709509499999925e+00,-1.746939218099999991e+01,-1.564998282700000054e+01
2.642729429400000107e+00,-1.795893756799999963e+01,-1.619908405299999998e+01
2.662749349300000290e+00,-1.851538531799999987e+01,-1.652787296600000033e+01
2.682769269300000037e+00,-1.907898191199999971e+01,-1.690241417300000037e+01
2.702789189199999775e+00,-2.009452167299999914e+01,-1.746076519400000038e+01
2.722809109099999958e+00,-2.142078332799999885e+01,-1.788862124999999992e+01
2.742829029000000141e+00,-2.290136456700000167e+01,-1.828575618800000058e+01
