freq_GHz,S21_dB,S31_dB
1.000000000000000048e-04,-8.804463745500000016e+01,-8.168980141299999786e+01
2.011991992000000326e-02,-9.896950440700000229e+01,-8.620265262600000256e+01
4.013983984000000366e-02,-1.002051475399999987e+02,-9.669291348599999480e+01
6.015975976000000058e-02,-9.480947607900000662e+01,-9.527118314400000543e+01
8.017967968000000445e-02,-9.009989823200000103e+01,-9.399008216299999674e+01
1.001995995999999944e-01,-9.232439003400000388e+01,-8.941792359500000487e+01
1.202195195199999983e-01,-8.791464941200000283e+01,-1.056249090200000040e+02
1.402394394400000022e-01,-9.752795009599999787e+01,-9.285001338099999657e+01
1.602593593600000199e-01,-1.013470790899999940e+02,-8.948282349400000157e+01
1.802792792800000099e-01,-9.409183840900000462e+01,-9.398282722899999442e+01
2.002991991999999999e-01,-1.051944826699999993e+02,-9.516659686100000215e+01
2.203191191200000176e-01,-9.494416810900000314e+01,-9.016517445499999894e+01
2.403390390399999799e-01,-9.580852514900000472e+01,-9.264376652200000706e+01
2.603589589599999976e-01,-9.684777201800000057e+01,-9.441466164300000230e+01
2.803788788800000154e-01,-9.329063985800000580e+01,-9.545684668299999487e+01
3.003987988000000331e-01,-9.805278324699999359e+01,-9.658992459499999939e+01
3.204187187200000508e-01,-9.360773680299999455e+01,-9.211335790600000450e+01
3.404386386400000131e-01,-9.752748528499999736e+01,-9.583645427300000108e+01
3.604585585599999753e-01,-1.009431903100000056e+02,-1.056114977499999981e+02
3.804784784799999930e-01,-8.777975118599999860e+01,-9.183096741200000679e+01
4.004983983999999553e-01,-8.952677580200000307e+01,-8.913301781500000232e+01
4.205183183199999730e-01,-8.641840043099999491e+01,-8.417746456800000487e+01
4.405382382399999908e-01,-8.496409636299999590e+01,-9.365862955299999726e+01
4.605581581600000085e-01,-9.795086426800000368e+01,-9.294418882799999437e+01
4.805780780799999707e-01,-1.003796922199999955e+02,-9.771191824599999620e+01
5.005979980000000440e-01,-1.037340406900000005e+02,-8.713127319199999476e+01
5.206179179200000062e-01,-8.939063338500000100e+01,-9.487058936399999709e+01
5.406378378400000795e-01,-9.013244773499999951e+01,-9.294322239999999624e+01
5.606577577600000417e-01,-8.847960773600000550e+01,-8.772237862100000427e+01
5.806776776799998929e-01,-8.280973389499999371e+01,-8.466018349200000159e+01
6.006975976000000772e-01,-8.780119206000000531e+01,-8.227324005399999862e+01
6.207175175199999284e-01,-8.173897699200000488e+01,-7.512289188799999806e+01
6.407374374400001127e-01,-8.110865945000000465e+01,-7.590684372500000165e+01
6.607573573599999639e-01,-9.889824091500000236e+01,-7.108174514499999930e+01
6.807772772799999261e-01,-8.411622773400000597e+01,-7.255724770199999796e+01
7.007971971999999994e-01,-7.834049746799999525e+01,-7.368461501400000202e+01
7.208171171199999616e-01,-7.840143551200000616e+01,-6.835294733599999972e+01
7.408370370399999238e-01,-7.634325735100000543e+01,-6.616271156899999539e+01
7.608569569599999971e-01,-7.267477553499999487e+01,-6.450552813400000218e+01
7.808768768799999593e-01,-8.310665589699999600e+01,-6.669429466600000467e+01
8.008967967999999216e-01,-6.865349348499999849e+01,-6.276698907699999808e+01
8.209167167199999948e-01,-6.305396339200000000e+01,-5.984096357899999674e+01
