freq_GHz,S21_real,S21_imag,S21_mag,S31_real,S31_imag,S31_mag
1.000000000000000048e-04,-8.154789805100000422e+01,0.000000000000000000e+00,8.154789805100000422e+01,-8.440135612400000298e+01,0.000000000000000000e+00,8.440135612400000298e+01
2.011991992000000326e-02,-8.941912089000000208e+01,0.000000000000000000e+00,8.941912089000000208e+01,-8.496642447499999662e+01,0.000000000000000000e+00,8.496642447499999662e+01
4.013983984000000366e-02,-9.453701226699999438e+01,0.000000000000000000e+00,9.453701226699999438e+01,-9.369261858800000198e+01,0.000000000000000000e+00,9.369261858800000198e+01
6.015975976000000058e-02,-9.531910400799999650e+01,0.000000000000000000e+00,9.531910400799999650e+01,-9.860684279999999546e+01,0.000000000000000000e+00,9.860684279999999546e+01
8.017967968000000445e-02,-9.160261411199999770e+01,0.000000000000000000e+00,9.160261411199999770e+01,-1.001243269999999939e+02,0.000000000000000000e+00,1.001243269999999939e+02
1.001995995999999944e-01,-1.037624903100000040e+02,0.000000000000000000e+00,1.037624903100000040e+02,-1.063731843799999979e+02,0.000000000000000000e+00,1.063731843799999979e+02
1.202195195199999983e-01,-9.228405259500000568e+01,0.000000000000000000e+00,9.228405259500000568e+01,-9.431245908200000372e+01,0.000000000000000000e+00,9.431245908200000372e+01
1.402394394400000022e-01,-9.446625465600000382e+01,0.000000000000000000e+00,9.446625465600000382e+01,-9.271391105600000060e+01,0.000000000000000000e+00,9.271391105600000060e+01
1.602593593600000199e-01,-1.033955857400000014e+02,0.000000000000000000e+00,1.033955857400000014e+02,-8.991674400399999456e+01,0.000000000000000000e+00,8.991674400399999456e+01
1.802792792800000099e-01,-9.351561510599999849e+01,0.000000000000000000e+00,9.351561510599999849e+01,-9.456698905999999738e+01,0.000000000000000000e+00,9.456698905999999738e+01
2.002991991999999999e-01,-9.103443720399999961e+01,0.000000000000000000e+00,9.103443720399999961e+01,-9.132840409899999656e+01,0.000000000000000000e+00,9.132840409899999656e+01
2.203191191200000176e-01,-9.542411959199999671e+01,0.000000000000000000e+00,9.542411959199999671e+01,-9.574340130000000215e+01,0.000000000000000000e+00,9.574340130000000215e+01
2.403390390399999799e-01,-9.047447478300000512e+01,0.000000000000000000e+00,9.047447478300000512e+01,-9.135447205799999892e+01,0.000000000000000000e+00,9.135447205799999892e+01
2.603589589599999976e-01,-9.650301133899999684e+01,0.000000000000000000e+00,9.650301133899999684e+01,-9.996362412499999550e+01,0.000000000000000000e+00,9.996362412499999550e+01
2.803788788800000154e-01,-1.013114188600000034e+02,0.000000000000000000e+00,1.013114188600000034e+02,-1.149759681499999999e+02,0.000000000000000000e+00,1.149759681499999999e+02
3.003987988000000331e-01,-9.032571132299999306e+01,0.000000000000000000e+00,9.032571132299999306e+01,-1.122068288400000000e+02,0.000000000000000000e+00,1.122068288400000000e+02
3.204187187200000508e-01,-9.549245084499999336e+01,0.000000000000000000e+00,9.549245084499999336e+01,-9.656639565700000105e+01,0.000000000000000000e+00,9.656639565700000105e+01
3.404386386400000131e-01,-9.073846715700000232e+01,0.000000000000000000e+00,9.073846715700000232e+01,-9.265736783299999502e+01,0.000000000000000000e+00,9.265736783299999502e+01
3.604585585599999753e-01,-8.999336489300000608e+01,0.000000000000000000e+00,8.999336489300000608e+01,-1.004745725599999986e+02,0.000000000000000000e+00,1.004745725599999986e+02
3.804784784799999930e-01,-9.389813841199999445e+01,0.000000000000000000e+00,9.389813841199999445e+01,-9.309464531700000123e+01,0.000000000000000000e+00,9.309464531700000123e+01
4.004983983999999553e-01,-9.183470142100000544e+01,0.000000000000000000e+00,9.183470142100000544e+01,-1.053200403599999930e+02,0.000000000000000000e+00,1.053200403599999930e+02
4.205183183199999730e-01,-8.757232223699999452e+01,0.000000000000000000e+00,8.757232223699999452e+01,-8.955628296999999804e+01,0.000000000000000000e+00,8.955628296999999804e+01
4.405382382399999908e-01,-9.168017412800000443e+01,0.000000000000000000e+00,9.168017412800000443e+01,-1.048679730300000017e+02,0.000000000000000000e+00,1.048679730300000017e+02
4.605581581600000085e-01,-9.830186733300000412e+01,0.000000000000000000e+00,9.830186733300000412e+01,-1.231303478699999943e+02,0.000000000000000000e+00,1.231303478699999943e+02
4.805780780799999707e-01,-9.074667654099999936e+01,0.000000000000000000e+00,9.074667654099999936e+01,-8.738702162200000600e+01,0.000000000000000000e+00,8.738702162200000600e+01
5.005979980000000440e-01,-8.565107134299999814e+01,0.000000000000000000e+00,8.565107134299999814e+01,-9.011641516699999954e+01,0.000000000000000000e+00,9.011641516699999954e+01
5.206179179200000062e-01,-9.229126737900000421e+01,0.000000000000000000e+00,9.229126737900000421e+01,-9.248676756400000443e+01,0.000000000000000000e+00,9.248676756400000443e+01
5.406378378400000795e-01,-9.102938416899999652e+01,0.000000000000000000e+00,9.102938416899999652e+01,-8.314984994499999971e+01,0.000000000000000000e+00,8.314984994499999971e+01
5.606577577600000417e-01,-8.827370479399999681e+01,0.000000000000000000e+00,8.827370479399999681e+01,-8.113765271799999823e+01,0.000000000000000000e+00,8.113765271799999823e+01
5.806776776799998929e-01,-8.164895808599999327e+01,0.000000000000000000e+00,8.164895808599999327e+01,-7.910772874200000615e+01,0.000000000000000000e+00,7.910772874200000615e+01
6.006975976000000772e-01,-7.938293714600000328e+01,0.000000000000000000e+00,7.938293714600000328e+01,-8.094016936500000270e+01,0.000000000000000000e+00,8.094016936500000270e+01
6.207175175199999284e-01,-7.662839824600000327e+01,0.000000000000000000e+00,7.662839824600000327e+01,-7.597477836000000195e+01,0.000000000000000000e+00,7.597477836000000195e+01
6.407374374400001127e-01,-7.434364650400000585e+01,0.000000000000000000e+00,7.434364650400000585e+01,-7.636784410500000320e+01,0.000000000000000000e+00,7.636784410500000320e+01
6.607573573599999639e-01,-7.361120833699999366e+01,0.000000000000000000e+00,7.361120833699999366e+01,-7.373111346899999319e+01,0.000000000000000000e+00,7.373111346899999319e+01
6.807772772799999261e-01,-7.204555707699999800e+01,0.000000000000000000e+00,7.204555707699999800e+01,-7.017431283999999891e+01,0.000000000000000000e+00,7.017431283999999891e+01
7.007971971999999994e-01,-7.001546748299999479e+01,0.000000000000000000e+00,7.001546748299999479e+01,-6.796244207099999812e+01,0.000000000000000000e+00,6.796244207099999812e+01
7.208171171199999616e-01,-6.684272239800000648e+01,0.000000000000000000e+00,6.684272239800000648e+01,-6.570881747900000391e+01,0.000000000000000000e+00,6.570881747900000391e+01
7.408370370399999238e-01,-6.613325197400000377e+01,0.000000000000000000e+00,6.613325197400000377e+01,-6.375670494599999927e+01,0.000000000000000000e+00,6.375670494599999927e+01
7.608569569599999971e-01,-6.432880745299999603e+01,0.000000000000000000e+00,6.432880745299999603e+01,-6.241179411499999929e+01,0.000000000000000000e+00,6.241179411499999929e+01
