freq_GHz,S21_real,S21_imag,S21_mag,S31_real,S31_imag,S31_mag
1.000000000000000048e-04,-8.710015417799999682e+01,0.000000000000000000e+00,8.710015417799999682e+01,-9.014888933800000359e+01,0.000000000000000000e+00,9.014888933800000359e+01
2.011991992000000326e-02,-8.448762953600000003e+01,0.000000000000000000e+00,8.448762953600000003e+01,-8.408323086699999749e+01,0.000000000000000000e+00,8.408323086699999749e+01
4.013983984000000366e-02,-8.654731551400000455e+01,0.000000000000000000e+00,8.654731551400000455e+01,-1.087505398699999972e+02,0.000000000000000000e+00,1.087505398699999972e+02
6.015975976000000058e-02,-9.821681923200000597e+01,0.000000000000000000e+00,9.821681923200000597e+01,-1.080495293599999940e+02,0.000000000000000000e+00,1.080495293599999940e+02
8.017967968000000445e-02,-8.977659086799999955e+01,0.000000000000000000e+00,8.977659086799999955e+01,-9.427917424800000390e+01,0.000000000000000000e+00,9.427917424800000390e+01
1.001995995999999944e-01,-9.232791547700000478e+01,0.000000000000000000e+00,9.232791547700000478e+01,-1.082378563200000059e+02,0.000000000000000000e+00,1.082378563200000059e+02
1.202195195199999983e-01,-8.919082261799999856e+01,0.000000000000000000e+00,8.919082261799999856e+01,-9.235939723200000628e+01,0.000000000000000000e+00,9.235939723200000628e+01
1.402394394400000022e-01,-9.681886661800000127e+01,0.000000000000000000e+00,9.681886661800000127e+01,-1.138971594599999975e+02,0.000000000000000000e+00,1.138971594599999975e+02
1.602593593600000199e-01,-9.966417294599999366e+01,0.000000000000000000e+00,9.966417294599999366e+01,-9.065917559000000381e+01,0.000000000000000000e+00,9.065917559000000381e+01
1.802792792800000099e-01,-9.261100738400000409e+01,0.000000000000000000e+00,9.261100738400000409e+01,-9.940117456500000515e+01,0.000000000000000000e+00,9.940117456500000515e+01
2.002991991999999999e-01,-9.517276635599999679e+01,0.000000000000000000e+00,9.517276635599999679e+01,-9.596653647899999839e+01,0.000000000000000000e+00,9.596653647899999839e+01
2.203191191200000176e-01,-9.608342222599999616e+01,0.000000000000000000e+00,9.608342222599999616e+01,-1.001051883800000013e+02,0.000000000000000000e+00,1.001051883800000013e+02
2.403390390399999799e-01,-9.177421388700000193e+01,0.000000000000000000e+00,9.177421388700000193e+01,-8.928658201400000394e+01,0.000000000000000000e+00,8.928658201400000394e+01
2.603589589599999976e-01,-1.042955650199999980e+02,0.000000000000000000e+00,1.042955650199999980e+02,-9.166563990100000581e+01,0.000000000000000000e+00,9.166563990100000581e+01
2.803788788800000154e-01,-9.181370499999999879e+01,0.000000000000000000e+00,9.181370499999999879e+01,-1.022242071400000043e+02,0.000000000000000000e+00,1.022242071400000043e+02
3.003987988000000331e-01,-9.342730669399999499e+01,0.000000000000000000e+00,9.342730669399999499e+01,-8.854937802999999974e+01,0.000000000000000000e+00,8.854937802999999974e+01
3.204187187200000508e-01,-1.023702951100000007e+02,0.000000000000000000e+00,1.023702951100000007e+02,-9.171602480800000023e+01,0.000000000000000000e+00,9.171602480800000023e+01
3.404386386400000131e-01,-9.763172226000000364e+01,0.000000000000000000e+00,9.763172226000000364e+01,-9.567820847599999468e+01,0.000000000000000000e+00,9.567820847599999468e+01
3.604585585599999753e-01,-9.645204354099999478e+01,0.000000000000000000e+00,9.645204354099999478e+01,-9.501922215300000119e+01,0.000000000000000000e+00,9.501922215300000119e+01
3.804784784799999930e-01,-1.055828217499999937e+02,0.000000000000000000e+00,1.055828217499999937e+02,-9.062808076100000676e+01,0.000000000000000000e+00,9.062808076100000676e+01
4.004983983999999553e-01,-9.452638688700000102e+01,0.000000000000000000e+00,9.452638688700000102e+01,-9.114259513899999376e+01,0.000000000000000000e+00,9.114259513899999376e+01
4.205183183199999730e-01,-9.491476425000000461e+01,0.000000000000000000e+00,9.491476425000000461e+01,-1.023487905500000039e+02,0.000000000000000000e+00,1.023487905500000039e+02
4.405382382399999908e-01,-9.368446512100000234e+01,0.000000000000000000e+00,9.368446512100000234e+01,-1.016356722099999956e+02,0.000000000000000000e+00,1.016356722099999956e+02
4.605581581600000085e-01,-8.956898198499999353e+01,0.000000000000000000e+00,8.956898198499999353e+01,-9.489508426099999383e+01,0.000000000000000000e+00,9.489508426099999383e+01
4.805780780799999707e-01,-9.478944395599999950e+01,0.000000000000000000e+00,9.478944395599999950e+01,-9.582985997100000475e+01,0.000000000000000000e+00,9.582985997100000475e+01
5.005979980000000440e-01,-8.858853559300000313e+01,0.000000000000000000e+00,8.858853559300000313e+01,-8.789695756499999391e+01,0.000000000000000000e+00,8.789695756499999391e+01
5.206179179200000062e-01,-8.759579866299999651e+01,0.000000000000000000e+00,8.759579866299999651e+01,-8.475761386700000344e+01,0.000000000000000000e+00,8.475761386700000344e+01
5.406378378400000795e-01,-8.438303003000000047e+01,0.000000000000000000e+00,8.438303003000000047e+01,-8.405998552799999857e+01,0.000000000000000000e+00,8.405998552799999857e+01
5.606577577600000417e-01,-8.311938019000000111e+01,0.000000000000000000e+00,8.311938019000000111e+01,-8.361466635899999744e+01,0.000000000000000000e+00,8.361466635899999744e+01
5.806776776799998929e-01,-8.056209772799999769e+01,0.000000000000000000e+00,8.056209772799999769e+01,-8.182866195399999754e+01,0.000000000000000000e+00,8.182866195399999754e+01
6.006975976000000772e-01,-8.075708860299999969e+01,0.000000000000000000e+00,8.075708860299999969e+01,-8.049825298899999382e+01,0.000000000000000000e+00,8.049825298899999382e+01
6.207175175199999284e-01,-7.575999787899999660e+01,0.000000000000000000e+00,7.575999787899999660e+01,-7.788373128300000303e+01,0.000000000000000000e+00,7.788373128300000303e+01
6.407374374400001127e-01,-7.887337043600000186e+01,0.000000000000000000e+00,7.887337043600000186e+01,-7.446328277300000309e+01,0.000000000000000000e+00,7.446328277300000309e+01
6.607573573599999639e-01,-7.356850345300000527e+01,0.000000000000000000e+00,7.356850345300000527e+01,-7.440720528699999647e+01,0.000000000000000000e+00,7.440720528699999647e+01
6.807772772799999261e-01,-7.002186742799999308e+01,0.000000000000000000e+00,7.002186742799999308e+01,-7.156188046500000155e+01,0.000000000000000000e+00,7.156188046500000155e+01
7.007971971999999994e-01,-6.798261171500000444e+01,0.000000000000000000e+00,6.798261171500000444e+01,-6.827839815299999771e+01,0.000000000000000000e+00,6.827839815299999771e+01
7.208171171199999616e-01,-6.600228597800000330e+01,0.000000000000000000e+00,6.600228597800000330e+01,-6.646234673200000032e+01,0.000000000000000000e+00,6.646234673200000032e+01
7.408370370399999238e-01,-6.388131514500000208e+01,0.000000000000000000e+00,6.388131514500000208e+01,-6.560211021099999584e+01,0.000000000000000000e+00,6.560211021099999584e+01
7.608569569599999971e-01,-6.258214218799999884e+01,0.000000000000000000e+00,6.258214218799999884e+01,-6.499128096200000471e+01,0.000000000000000000e+00,6.499128096200000471e+01
7.808768768799999593e-01,-6.134728995199999702e+01,0.000000000000000000e+00,6.134728995199999702e+01,-6.245236696599999959e+01,0.000000000000000000e+00,6.245236696599999959e+01
8.008967967999999216e-01,-6.003257134199999712e+01,0.000000000000000000e+00,6.003257134199999712e+01,-6.208416462600000330e+01,0.000000000000000000e+00,6.208416462600000330e+01
8.209167167199999948e-01,-5.908752189500000185e+01,0.000000000000000000e+00,5.908752189500000185e+01,-6.045874304899999885e+01,0.000000000000000000e+00,6.045874304899999885e+01
8.409366366399999571e-01,-5.732009515699999724e+01,0.000000000000000000e+00,5.732009515699999724e+01,-5.813247698699999688e+01,0.000000000000000000e+00,5.813247698699999688e+01
8.609565565599999193e-01,-5.562891428700000063e+01,0.000000000000000000e+00,5.562891428700000063e+01,-5.662317130299999945e+01,0.000000000000000000e+00,5.662317130299999945e+01
8.809764764799999925e-01,-5.352258585999999951e+01,0.000000000000000000e+00,5.352258585999999951e+01,-5.483004926200000284e+01,0.000000000000000000e+00,5.483004926200000284e+01
9.009963963999999548e-01,-5.069286000400000347e+01,0.000000000000000000e+00,5.069286000400000347e+01,-5.210195965300000154e+01,0.000000000000000000e+00,5.210195965300000154e+01
9.210163163200000280e-01,-4.868175258299999797e+01,0.000000000000000000e+00,4.868175258299999797e+01,-4.899238314699999819e+01,0.000000000000000000e+00,4.899238314699999819e+01
9.410362362399999903e-01,-4.645061940400000111e+01,0.000000000000000000e+00,4.645061940400000111e+01,-4.660919353500000284e+01,0.000000000000000000e+00,4.660919353500000284e+01
9.610561561599999525e-01,-4.361261921700000244e+01,0.000000000000000000e+00,4.361261921700000244e+01,-4.391915021399999830e+01,0.000000000000000000e+00,4.391915021399999830e+01
9.810760760800000257e-01,-4.091961161599999741e+01,0.000000000000000000e+00,4.091961161599999741e+01,-4.105232982799999775e+01,0.000000000000000000e+00,4.105232982799999775e+01
1.001095996000000099e+00,-3.904367176200000245e+01,0.000000000000000000e+00,3.904367176200000245e+01,-3.983389557000000281e+01,0.000000000000000000e+00,3.983389557000000281e+01
1.021115915900000060e+00,-3.796020139800000237e+01,0.000000000000000000e+00,3.796020139800000237e+01,-3.903456745100000091e+01,0.000000000000000000e+00,3.903456745100000091e+01
1.041135835800000020e+00,-3.687054968000000343e+01,0.000000000000000000e+00,3.687054968000000343e+01,-3.772759724400000181e+01,0.000000000000000000e+00,3.772759724400000181e+01
1.061155755799999989e+00,-3.569897996499999948e+01,0.000000000000000000e+00,3.569897996499999948e+01,-3.538811978300000050e+01,0.000000000000000000e+00,3.538811978300000050e+01
1.081175675699999950e+00,-3.484495917999999648e+01,0.000000000000000000e+00,3.484495917999999648e+01,-3.406522371799999860e+01,0.000000000000000000e+00,3.406522371799999860e+01
1.101195595599999910e+00,-3.422247478599999937e+01,0.000000000000000000e+00,3.422247478599999937e+01,-3.304797559699999709e+01,0.000000000000000000e+00,3.304797559699999709e+01
