freq_GHz,S21_dB,S31_dB
1.000000000000000048e-04,-8.569019611500000622e+01,-8.708879124300000285e+01
2.011991992000000326e-02,-9.151678750000000662e+01,-9.003865112799999793e+01
4.013983984000000366e-02,-8.919179404000000488e+01,-9.718394087299999740e+01
6.015975976000000058e-02,-9.573620471700000678e+01,-9.556939109900000062e+01
8.017967968000000445e-02,-9.651623880100000008e+01,-1.067028994199999943e+02
1.001995995999999944e-01,-9.882815373600000441e+01,-9.341144467799999518e+01
1.202195195199999983e-01,-9.087568269400000531e+01,-9.767250807599999973e+01
1.402394394400000022e-01,-9.608445437599999650e+01,-1.079221314100000058e+02
1.602593593600000199e-01,-9.260794547999999793e+01,-1.111108733300000040e+02
1.802792792800000099e-01,-9.548257312299999455e+01,-9.375128455099999769e+01
2.002991991999999999e-01,-1.000200745100000006e+02,-9.541167117499999506e+01
2.203191191200000176e-01,-9.813630073400000242e+01,-1.000442814599999934e+02
2.403390390399999799e-01,-1.065483706699999971e+02,-9.257486263699999540e+01
2.603589589599999976e-01,-9.104028244799999925e+01,-9.298176185299999474e+01
2.803788788800000154e-01,-9.157399979900000631e+01,-9.182410382999999854e+01
3.003987988000000331e-01,-1.082277943099999931e+02,-9.942950324500000647e+01
3.204187187200000508e-01,-9.354132803800000318e+01,-9.650464068499999826e+01
3.404386386400000131e-01,-9.500717023800000050e+01,-9.668280826400000194e+01
3.604585585599999753e-01,-1.023693630700000057e+02,-1.030709039700000034e+02
3.804784784799999930e-01,-8.847517502899999897e+01,-1.039664275599999996e+02
4.004983983999999553e-01,-9.233230999100000247e+01,-1.128425151099999937e+02
4.205183183199999730e-01,-8.727408060800000555e+01,-9.392813368800000262e+01
4.405382382399999908e-01,-9.538065969000000166e+01,-8.902678599899999767e+01
4.605581581600000085e-01,-9.145230136300000368e+01,-9.296121509799999671e+01
4.805780780799999707e-01,-8.845440847000000417e+01,-9.466381362299999580e+01
5.005979980000000440e-01,-9.470687741800000481e+01,-1.010695092299999942e+02
5.206179179200000062e-01,-8.788530038700000091e+01,-8.817549295599999937e+01
5.406378378400000795e-01,-9.232698033100000146e+01,-9.762286409600000070e+01
5.606577577600000417e-01,-8.612665638800000067e+01,-9.408925968699999487e+01
5.806776776799998929e-01,-8.459772332999999378e+01,-9.369196573700000386e+01
6.006975976000000772e-01,-8.815473380100000611e+01,-8.962391402500000481e+01
6.207175175199999284e-01,-8.575353472800000532e+01,-8.947420575699999290e+01
6.407374374400001127e-01,-9.217549419799999555e+01,-8.965549081999999714e+01
6.607573573599999639e-01,-8.092171925200000260e+01,-8.831914103299999397e+01
6.807772772799999261e-01,-8.827292640899999299e+01,-7.790373701900000469e+01
7.007971971999999994e-01,-7.774455187700000636e+01,-7.771516744599999527e+01
7.208171171199999616e-01,-7.835410137300000599e+01,-8.394207645199999490e+01
7.408370370399999238e-01,-7.916011586800000543e+01,-8.002970474299999637e+01
7.608569569599999971e-01,-8.016316987999999810e+01,-7.838097727900000677e+01
7.808768768799999593e-01,-7.568357950799999401e+01,-7.685852111500000206e+01
8.008967967999999216e-01,-7.782014251900000090e+01,-6.820722388100000444e+01
8.209167167199999948e-01,-6.743452309100000264e+01,-6.801889404599999978e+01
8.409366366399999571e-01,-6.519644303100000116e+01,-7.057653105900000412e+01
8.609565565599999193e-01,-6.490765658399999438e+01,-6.166471691200000294e+01
8.809764764799999925e-01,-6.618761568099999693e+01,-6.144274710100000192e+01
9.009963963999999548e-01,-6.270004174700000021e+01,-6.271877330800000294e+01
9.210163163200000280e-01,-6.411372911399999452e+01,-6.519522855499999991e+01
9.410362362399999903e-01,-6.355480875399999974e+01,-6.384551145500000047e+01
9.610561561599999525e-01,-6.450705933300000083e+01,-6.132703642399999922e+01
9.810760760800000257e-01,-6.132134180599999951e+01,-5.952796617900000342e+01
1.001095996000000099e+00,-5.828041550799999726e+01,-6.149766151200000053e+01
1.021115915900000060e+00,-5.897853874799999829e+01,-6.429327676399999802e+01
1.041135835800000020e+00,-5.910799070200000216e+01,-6.473796949600000517e+01
1.061155755799999989e+00,-5.802212261999999754e+01,-6.437359827400000256e+01
1.081175675699999950e+00,-6.033780274200000093e+01,-6.314063631599999837e+01
1.101195595599999910e+00,-5.982414327499999729e+01,-6.313065809100000081e+01
1.121215515500000093e+00,-5.801354474499999725e+01,-6.302661073400000191e+01
1.141235435400000053e+00,-5.997722010399999704e+01,-6.765161982600000101e+01
1.161255355400000022e+00,-6.123228226599999857e+01,-6.578417650400000127e+01
1.181275275299999983e+00,-5.969665417600000268e+01,-6.320411679699999752e+01
1.201295195199999943e+00,-5.903935188999999895e+01,-5.861017767700000292e+01
1.221315115099999904e+00,-5.596080269499999815e+01,-5.581480510800000161e+01
1.241335035000000087e+00,-5.669416841000000318e+01,-5.286381658399999850e+01
