freq_GHz,S21_dB,S31_dB
1.000000000000000048e-04,-8.760895517800000221e+01,-7.595426942199999587e+01
2.011991992000000326e-02,-8.531398393099999566e+01,-8.972004696199999785e+01
4.013983984000000366e-02,-1.051641940300000044e+02,-1.045754351000000071e+02
6.015975976000000058e-02,-1.063066718599999945e+02,-9.736601060700000687e+01
8.017967968000000445e-02,-9.666539923199999862e+01,-9.119463448199999789e+01
1.001995995999999944e-01,-1.014469496199999980e+02,-8.678809923999999398e+01
1.202195195199999983e-01,-9.820846307200000069e+01,-1.030015287800000010e+02
1.402394394400000022e-01,-9.356020902000000206e+01,-9.458647043400000598e+01
1.602593593600000199e-01,-9.582584554599999649e+01,-1.005290888300000063e+02
1.802792792800000099e-01,-9.085395464399999810e+01,-1.094284803299999993e+02
2.002991991999999999e-01,-9.925158129199999735e+01,-9.030505743899999516e+01
2.203191191200000176e-01,-1.051218487000000010e+02,-9.679561191300000189e+01
2.403390390399999799e-01,-9.841106217399999423e+01,-9.190950789900000473e+01
2.603589589599999976e-01,-1.067028113500000046e+02,-9.005152619300000083e+01
2.803788788800000154e-01,-8.935869247499999801e+01,-9.402976651599999514e+01
3.003987988000000331e-01,-9.460851048300000343e+01,-9.619995896300000027e+01
3.204187187200000508e-01,-1.063837621800000051e+02,-9.458740697199999659e+01
3.404386386400000131e-01,-9.944086881600000538e+01,-9.103643352900000707e+01
3.604585585599999753e-01,-9.640466901700000335e+01,-9.796586376999999857e+01
3.804784784799999930e-01,-8.827580221899999913e+01,-8.947997358700000348e+01
4.004983983999999553e-01,-8.537735287200000300e+01,-8.392846351400000060e+01
4.205183183199999730e-01,-8.725337918900000034e+01,-8.688080524599999421e+01
4.405382382399999908e-01,-8.591687643800000274e+01,-8.846619112899999493e+01
4.605581581600000085e-01,-9.428539388699999790e+01,-9.172157744400000468e+01
4.805780780799999707e-01,-9.074114520000000539e+01,-8.496749985399999616e+01
5.005979980000000440e-01,-9.317202787600000136e+01,-8.416605614099999855e+01
5.206179179200000062e-01,-8.753862970699999835e+01,-8.722502094499999714e+01
5.406378378400000795e-01,-8.370882958200000701e+01,-9.165937091899999700e+01
5.606577577600000417e-01,-8.421614239000000168e+01,-8.306313165999999626e+01
5.806776776799998929e-01,-8.230046465099999864e+01,-8.182012668000000133e+01
6.006975976000000772e-01,-9.026744598700000211e+01,-8.036530164200000570e+01
6.207175175199999284e-01,-8.521387354099999811e+01,-7.835339670000000467e+01
6.407374374400001127e-01,-8.322486905200000251e+01,-7.497649590000000330e+01
6.607573573599999639e-01,-7.891970793500000525e+01,-7.080838428600000611e+01
6.807772772799999261e-01,-8.221434148999999536e+01,-6.744656385800000464e+01
7.007971971999999994e-01,-8.335997566000000347e+01,-6.626025489399999913e+01
7.208171171199999616e-01,-7.208631902599999819e+01,-6.751216138600000249e+01
7.408370370399999238e-01,-7.426082914200000573e+01,-7.102046516699999756e+01
7.608569569599999971e-01,-6.932013833400000635e+01,-6.813988170999999738e+01
7.808768768799999593e-01,-6.809929211700000451e+01,-6.339581127999999666e+01
8.008967967999999216e-01,-6.032772126100000065e+01,-6.229325631399999708e+01
8.209167167199999948e-01,-5.907307934600000010e+01,-5.896961791999999747e+01
8.409366366399999571e-01,-5.777069740700000011e+01,-5.768202790499999821e+01
8.609565565599999193e-01,-5.541469852299999843e+01,-5.694657752399999850e+01
8.809764764799999925e-01,-5.638962152900000291e+01,-5.765790778699999919e+01
9.009963963999999548e-01,-5.728215106900000109e+01,-6.188068933200000288e+01
9.210163163200000280e-01,-5.880828300400000330e+01,-6.591897549200000128e+01
9.410362362399999903e-01,-5.837821117499999701e+01,-6.588481414299999983e+01
9.610561561599999525e-01,-5.899306809699999832e+01,-6.894067156399999874e+01
9.810760760800000257e-01,-5.916951750399999810e+01,-6.791771838100000025e+01
1.001095996000000099e+00,-6.025329399099999961e+01,-6.550016750999999715e+01
1.021115915900000060e+00,-6.242594043700000128e+01,-6.212575625699999904e+01
1.041135835800000020e+00,-6.504776470199999494e+01,-6.472150344400000677e+01
1.061155755799999989e+00,-6.664785691100000520e+01,-6.379924750499999675e+01
1.081175675699999950e+00,-6.894740906500000222e+01,-6.456404488600000491e+01
1.101195595599999910e+00,-6.836184414400000264e+01,-6.380001332700000205e+01
1.121215515500000093e+00,-6.547403101400000480e+01,-6.208119687300000322e+01
1.141235435400000053e+00,-6.703629670899999837e+01,-6.274324110900000306e+01
1.161255355400000022e+00,-6.625888881000000197e+01,-6.286295146900000219e+01
1.181275275299999983e+00,-6.478273314800000549e+01,-6.205395232099999703e+01
1.201295195199999943e+00,-6.532942500199999358e+01,-6.439177090799999803e+01
1.221315115099999904e+00,-6.770180930399999397e+01,-6.781111107600000310e+01
1.241335035000000087e+00,-6.199710526300000168e+01,-6.640011579100000461e+01
1.261354955000000055e+00,-6.049892766300000346e+01,-6.690905837200000406e+01
1.281374874900000016e+00,-5.769484700699999991e+01,-7.053655937499999595e+01
1.301394794799999977e+00,-5.570080296799999786e+01,-7.070585715599999332e+01
1.321414714699999937e+00,-5.384800964600000128e+01,-6.595877474499999948e+01
1.341434634599999898e+00,-5.257180049800000177e+01,-5.957927755000000047e+01
1.361454554599999867e+00,-5.127802766599999984e+01,-5.630081483000000020e+01
1.381474474500000049e+00,-5.129271294000000125e+01,-5.416940516500000058e+01
1.401494394400000010e+00,-5.149383509999999831e+01,-5.552917689699999926e+01
1.421514314299999970e+00,-5.289497281100000237e+01,-5.456220346500000318e+01
1.441534234200000153e+00,-5.263681764300000054e+01,-5.337682368699999813e+01
1.461554154200000122e+00,-5.292620414999999667e+01,-5.207171804400000070e+01
1.481574074099999860e+00,-5.259438951199999934e+01,-5.191467537100000129e+01
1.501593994000000043e+00,-5.242552007999999830e+01,-4.970241353899999837e+01
1.521613913900000004e+00,-5.091224511699999766e+01,-4.704587236100000069e+01
1.541633833799999964e+00,-5.020141764099999904e+01,-4.790937108800000033e+01
1.561653753799999933e+00,-4.942618541000000221e+01,-4.965938765300000313e+01
1.581673673700000116e+00,-5.196415477800000104e+01,-4.607698131699999777e+01
1.601693593599999854e+00,-5.121625137299999864e+01,-4.604821000199999759e+01
1.621713513500000037e+00,-5.298255589000000043e+01,-4.694352116099999961e+01
1.641733433399999997e+00,-5.504419511300000067e+01,-4.471414931599999676e+01
1.661753353400000188e+00,-5.503781004900000084e+01,-4.444598599999999777e+01
1.681773273299999927e+00,-5.834125732399999720e+01,-4.619472308699999985e+01
1.701793193200000109e+00,-5.673713009699999787e+01,-4.864737742399999831e+01
1.721813113099999848e+00,-4.906534502699999933e+01,-4.833373511900000352e+01
1.741833033000000031e+00,-4.784532838900000229e+01,-4.807410373300000117e+01
1.761852952999999999e+00,-4.800858815699999838e+01,-5.482854282899999987e+01
1.781872872900000182e+00,-4.811697280700000334e+01,-5.949794737399999889e+01
1.801892792799999921e+00,-4.807110775000000302e+01,-5.994726997600000118e+01
1.821912712700000103e+00,-4.720398128200000087e+01,-5.773208156799999813e+01
1.841932632599999842e+00,-4.651375073799999882e+01,-5.242418176700000032e+01
1.861952552599999811e+00,-4.647323057599999885e+01,-5.370237253999999893e+01
1.881972472499999993e+00,-4.797392173699999773e+01,-5.523866124700000313e+01
1.901992392400000176e+00,-5.057815394899999717e+01,-5.513618143000000060e+01
1.922012312299999914e+00,-5.204765859700000163e+01,-5.584589802299999661e+01
1.942032232200000097e+00,-5.379104112099999924e+01,-6.335074087600000325e+01
1.962052152200000066e+00,-5.626328158500000143e+01,-5.942385498099999808e+01
1.982072072099999804e+00,-6.460428179999999543e+01,-5.750208076599999885e+01
2.002091991999999987e+00,-6.506570716199999538e+01,-6.566401821099999836e+01
2.022111911900000170e+00,-5.828396433399999665e+01,-5.737654892799999828e+01
2.042131831799999908e+00,-5.454892176999999975e+01,-5.411769945300000018e+01
2.062151751800000099e+00,-5.624890610199999941e+01,-5.351474807299999981e+01
2.082171671699999838e+00,-5.696014507200000310e+01,-5.031848207600000222e+01
2.102191591600000020e+00,-5.242024642700000214e+01,-5.095859156000000212e+01
2.122211511500000203e+00,-4.915112602500000349e+01,-5.053427712599999921e+01
2.142231431399999941e+00,-4.924674185300000318e+01,-4.856997147300000250e+01
2.162251351400000132e+00,-4.804812453499999947e+01,-4.643264757600000081e+01
2.182271271300000315e+00,-4.652418874699999662e+01,-4.653227828699999691e+01
2.202291191199999609e+00,-4.485039308300000016e+01,-4.533944030699999672e+01
2.222311111099999792e+00,-4.341272306199999775e+01,-4.656413018399999970e+01
2.242331030999999975e+00,-4.361033021000000076e+01,-4.790973441100000230e+01
2.262350951000000165e+00,-4.446886662099999654e+01,-4.713447078200000107e+01
2.282370870899999904e+00,-4.486949445599999819e+01,-4.620450258500000018e+01
2.302390790800000087e+00,-4.410600412800000214e+01,-4.553364459499999839e+01
2.322410710699999825e+00,-4.443445337099999648e+01,-4.558921715700000021e+01
2.342430630600000008e+00,-4.500319721799999684e+01,-4.487706895299999843e+01
2.362450550599999755e+00,-4.446006681099999724e+01,-4.430194275200000220e+01
2.382470470499999937e+00,-4.498602600200000268e+01,-4.448570968100000300e+01
2.402490390400000120e+00,-4.582054923999999829e+01,-4.386931462399999759e+01
2.422510310300000302e+00,-4.757465279899999899e+01,-4.432609584400000102e+01
2.442530230199999597e+00,-5.015522494199999670e+01,-4.439512725099999813e+01
2.462550150199999788e+00,-4.856843702500000148e+01,-4.594573269299999652e+01
2.482570070099999970e+00,-4.952125541000000197e+01,-4.924186625099999759e+01
2.502589990000000153e+00,-5.062481663100000162e+01,-5.064614469299999655e+01
2.522609909899999892e+00,-4.798645734299999788e+01,-5.520897030900000146e+01
2.542629829800000074e+00,-4.722599848800000188e+01,-5.536770451699999995e+01
2.562649749699999813e+00,-4.893053901700000097e+01,-5.418279042300000015e+01
2.582669669700000004e+00,-5.140550909600000296e+01,-5.450961382300000224e+01
2.602689589599999742e+00,-5.417159898700000298e+01,-5.535716799499999752e+01
2.622709509499999925e+00,-5.492532962700000354e+01,-5.406558574700000008e+01
2.642729429400000107e+00,-5.274926570099999878e+01,-5.229767874899999924e+01
2.662749349300000290e+00,-4.916116491399999688e+01,-5.343228922400000158e+01
2.682769269300000037e+00,-4.836024472399999752e+01,-5.380008648399999771e+01
2.702789189199999775e+00,-4.852341751000000158e+01,-5.275398858999999874e+01
2.722809109099999958e+00,-4.805035929999999667e+01,-5.349730151800000044e+01
2.742829029000000141e+00,-4.826026580999999993e+01,-5.465657622999999887e+01
2.762848948899999879e+00,-4.709527649700000040e+01,-5.492733069199999818e+01
2.782868868900000070e+00,-4.570200677199999717e+01,-5.684447014700000267e+01
2.802888788800000253e+00,-4.483324972700000188e+01,-5.492426373800000050e+01
2.822908708699999991e+00,-4.393112871200000313e+01,-5.210494560099999717e+01
2.842928628599999730e+00,-4.414428847800000000e+01,-5.074463613199999656e+01
2.862948548499999912e+00,-4.363089337499999942e+01,-5.064457638500000058e+01
2.882968468500000103e+00,-4.380312741699999890e+01,-5.060089183499999876e+01
2.902988388400000286e+00,-4.391219042800000238e+01,-4.902326292299999722e+01
2.923008308300000024e+00,-4.375240659399999998e+01,-4.966886454899999848e+01
2.943028228199999763e+00,-4.473808833599999701e+01,-5.088838253699999825e+01
2.963048148099999946e+00,-4.429270147900000154e+01,-5.356085448000000326e+01
2.983068068099999692e+00,-4.409648454599999923e+01,-5.646566842400000041e+01
3.003087987999999875e+00,-4.311666418200000095e+01,-5.720899868299999724e+01
3.023107907900000058e+00,-4.286098562699999803e+01,-5.536759913600000260e+01
3.043127827800000240e+00,-4.290193498099999658e+01,-5.655037719999999979e+01
3.063147747699999979e+00,-4.269699572900000106e+01,-5.203673010400000010e+01
3.083167667699999726e+00,-4.363645807399999654e+01,-4.792565022600000191e+01
3.103187587599999908e+00,-4.449068095799999867e+01,-4.699280112000000287e+01
3.123207507500000091e+00,-4.513897497800000025e+01,-4.782821913000000080e+01
3.143227427400000273e+00,-4.482396521100000086e+01,-4.860856367299999903e+01
3.163247347300000012e+00,-4.422706610699999885e+01,-4.798602256000000210e+01
3.183267267300000203e+00,-4.415507969899999807e+01,-4.681477644900000001e+01
3.203287187199999941e+00,-4.393310404399999669e+01,-4.595794888100000009e+01
