freq_GHz,S21_dB,S31_dB
1.000000000000000048e-04,-8.217233468300000254e+01,-8.622660009300000183e+01
2.011991992000000326e-02,-9.047635251299999481e+01,-9.401402303400000449e+01
4.013983984000000366e-02,-1.046184070300000002e+02,-9.351329119700000092e+01
6.015975976000000058e-02,-1.107487753599999962e+02,-9.257121823999999322e+01
8.017967968000000445e-02,-9.422041776400000401e+01,-9.394380931800000667e+01
1.001995995999999944e-01,-9.697902682400000174e+01,-9.600354731100000549e+01
1.202195195199999983e-01,-1.010354989300000028e+02,-9.362491484500000638e+01
1.402394394400000022e-01,-9.558042150800000059e+01,-9.344777222700000152e+01
1.602593593600000199e-01,-8.847114150100000529e+01,-9.233684117299999627e+01
1.802792792800000099e-01,-1.046916914600000013e+02,-9.714046206499999414e+01
2.002991991999999999e-01,-9.815776059600000281e+01,-1.033112838100000062e+02
2.203191191200000176e-01,-9.326430052999999987e+01,-9.803266664599999558e+01
2.403390390399999799e-01,-1.042499270299999949e+02,-1.017542948899999971e+02
2.603589589599999976e-01,-9.170304399799999828e+01,-1.089362096199999996e+02
2.803788788800000154e-01,-9.215839009699999451e+01,-9.522593268100000330e+01
3.003987988000000331e-01,-9.564243107199999372e+01,-9.693760880400000701e+01
3.204187187200000508e-01,-9.652554524999999330e+01,-9.513210043700000540e+01
3.404386386400000131e-01,-8.857132690699999955e+01,-9.980591898599999467e+01
3.604585585599999753e-01,-9.332614741400000469e+01,-1.019493814300000025e+02
3.804784784799999930e-01,-9.323901949000000400e+01,-8.852470365300000310e+01
4.004983983999999553e-01,-8.779171245800000634e+01,-8.327154171600000154e+01
4.205183183199999730e-01,-8.912997505500000273e+01,-8.357856992400000706e+01
4.405382382399999908e-01,-8.893270041799999603e+01,-9.308392362099999673e+01
4.605581581600000085e-01,-9.076524670999999955e+01,-8.646857841099999575e+01
4.805780780799999707e-01,-9.736227585800000384e+01,-8.861052582700000357e+01
5.005979980000000440e-01,-9.751673087300000020e+01,-8.426495871800000259e+01
5.206179179200000062e-01,-9.521448494300000220e+01,-8.450727837799999520e+01
5.406378378400000795e-01,-9.752821720699999730e+01,-9.231495741300000191e+01
5.606577577600000417e-01,-9.198326236299999437e+01,-8.751611538900000653e+01
5.806776776799998929e-01,-8.931821651500000314e+01,-8.894085754399999644e+01
6.006975976000000772e-01,-9.137659536200000332e+01,-8.657135442800000646e+01
6.207175175199999284e-01,-9.613383060900000032e+01,-7.673032442400000264e+01
6.407374374400001127e-01,-8.850420861499999603e+01,-7.088958218899999508e+01
6.607573573599999639e-01,-7.810724275399999783e+01,-6.933865382700000168e+01
6.807772772799999261e-01,-7.809996492300000170e+01,-6.711297218900000416e+01
7.007971971999999994e-01,-8.634583537499999295e+01,-6.650713248099999930e+01
