freq_GHz,S21_dB,S31_dB
1.000000000000000048e-04,-8.138514996000000679e+01,-7.675288320900000372e+01
2.011991992000000326e-02,-8.939606372299999748e+01,-8.874422434100000601e+01
4.013983984000000366e-02,-9.780235801999999978e+01,-9.397638869799999384e+01
6.015975976000000058e-02,-9.252361770400000296e+01,-9.250004588299999853e+01
8.017967968000000445e-02,-8.787311194599999453e+01,-1.022857901699999985e+02
1.001995995999999944e-01,-1.072636001099999987e+02,-9.085243839499999297e+01
1.202195195199999983e-01,-1.102413929300000035e+02,-9.231239653900000519e+01
1.402394394400000022e-01,-9.957565901099999905e+01,-1.041223879599999975e+02
1.602593593600000199e-01,-9.430851782199999889e+01,-9.231498963500000343e+01
1.802792792800000099e-01,-9.289916116599999896e+01,-9.555684736400000645e+01
2.002991991999999999e-01,-1.003445588900000018e+02,-1.059131742600000052e+02
2.203191191200000176e-01,-9.517709284800000091e+01,-9.054933320099999605e+01
2.403390390399999799e-01,-1.032202751800000016e+02,-8.990972960700000272e+01
2.603589589599999976e-01,-1.026424244800000025e+02,-9.388778696299999638e+01
2.803788788800000154e-01,-9.920604571299999463e+01,-9.746730921799999692e+01
3.003987988000000331e-01,-9.141189176299999986e+01,-9.651438176499999599e+01
3.204187187200000508e-01,-9.467130054599999767e+01,-1.024312697299999968e+02
3.404386386400000131e-01,-9.917857382900000118e+01,-9.090411678899999970e+01
3.604585585599999753e-01,-9.904913272000000291e+01,-9.187045355899999777e+01
3.804784784799999930e-01,-8.915628715699999418e+01,-9.104000197000000583e+01
4.004983983999999553e-01,-8.881620691999999906e+01,-8.927224271500000441e+01
4.205183183199999730e-01,-9.285478769499999885e+01,-8.606574796200000321e+01
4.405382382399999908e-01,-8.799234291000000496e+01,-9.333570664299999464e+01
4.605581581600000085e-01,-9.545154475100000013e+01,-8.981353830499999447e+01
4.805780780799999707e-01,-9.212693376599999340e+01,-9.285264041799999291e+01
5.005979980000000440e-01,-1.036575314399999996e+02,-8.388692307899999889e+01
5.206179179200000062e-01,-9.704429661499999327e+01,-8.603818889999999442e+01
5.406378378400000795e-01,-8.782212899799999661e+01,-8.773883259999999495e+01
5.606577577600000417e-01,-8.433390731800000140e+01,-8.257997155399999656e+01
5.806776776799998929e-01,-8.799077036500000304e+01,-8.826031115499999657e+01
6.006975976000000772e-01,-8.511641405299999974e+01,-8.139970414399999754e+01
6.207175175199999284e-01,-8.236561475300000268e+01,-8.293073365200000069e+01
6.407374374400001127e-01,-9.258518089000000373e+01,-7.685098329800000272e+01
6.607573573599999639e-01,-7.958854586299999312e+01,-7.475579404299999453e+01
6.807772772799999261e-01,-7.959085988399999678e+01,-7.136936179399999958e+01
7.007971971999999994e-01,-8.380204508500000316e+01,-6.742945200100000136e+01
7.208171171199999616e-01,-7.116512319199999581e+01,-7.021562865200000658e+01
7.408370370399999238e-01,-7.559053740800000298e+01,-6.894615475800000581e+01
7.608569569599999971e-01,-7.163113363099999731e+01,-6.656495726800000057e+01
7.808768768799999593e-01,-7.244846597400000121e+01,-6.633087701399999503e+01
8.008967967999999216e-01,-6.418016806900000404e+01,-6.386779317700000291e+01
8.209167167199999948e-01,-6.166161303399999838e+01,-5.968958315799999781e+01
8.409366366399999571e-01,-6.008485664300000195e+01,-5.875085369100000321e+01
8.609565565599999193e-01,-5.683323876200000058e+01,-5.778469237000000192e+01
8.809764764799999925e-01,-5.745523935800000004e+01,-5.816836496999999895e+01
9.009963963999999548e-01,-5.836208913800000175e+01,-6.034862606299999754e+01
9.210163163200000280e-01,-6.054135611600000288e+01,-6.399307789800000279e+01
9.410362362399999903e-01,-5.947028390199999848e+01,-6.815414138500000263e+01
9.610561561599999525e-01,-5.955625574799999811e+01,-7.059521960600000057e+01
9.810760760800000257e-01,-6.069200716200000301e+01,-7.430639973799999609e+01
1.001095996000000099e+00,-5.993704047500000343e+01,-6.741437148699999682e+01
1.021115915900000060e+00,-6.228583803299999744e+01,-6.237816400100000180e+01
1.041135835800000020e+00,-6.437169163299999752e+01,-6.339234614800000145e+01
1.061155755799999989e+00,-6.469910759699999403e+01,-6.171465583700000224e+01
1.081175675699999950e+00,-6.514785001600000669e+01,-6.255083785000000063e+01
1.101195595599999910e+00,-6.321072445299999742e+01,-6.364638457000000216e+01
1.121215515500000093e+00,-6.243537299700000176e+01,-6.288946667300000115e+01
1.141235435400000053e+00,-6.651292591099999640e+01,-6.480362957600000584e+01
1.161255355400000022e+00,-6.253813087300000007e+01,-6.428600630900000112e+01
1.181275275299999983e+00,-6.096731857599999671e+01,-6.832331400699999335e+01
1.201295195199999943e+00,-6.246880724700000087e+01,-7.277243162300000279e+01
1.221315115099999904e+00,-6.308865847999999943e+01,-7.033528162400000383e+01
1.241335035000000087e+00,-6.181289075600000160e+01,-6.577824832400000332e+01
1.261354955000000055e+00,-6.344687297899999834e+01,-6.720593115699999487e+01
1.281374874900000016e+00,-6.002958861900000187e+01,-6.624826005699999598e+01
1.301394794799999977e+00,-5.593542153599999978e+01,-6.403239504299999396e+01
1.321414714699999937e+00,-5.371289277399999662e+01,-6.045630089400000173e+01
1.341434634599999898e+00,-5.250599818100000249e+01,-5.625251294800000323e+01
1.361454554599999867e+00,-5.130494153899999787e+01,-5.536518110800000159e+01
1.381474474500000049e+00,-5.063472892899999778e+01,-5.226043747800000006e+01
1.401494394400000010e+00,-4.979361538300000234e+01,-5.202111671299999784e+01
1.421514314299999970e+00,-5.168859378799999860e+01,-5.334695814500000211e+01
1.441534234200000153e+00,-5.196736497999999926e+01,-5.384428042300000072e+01
1.461554154200000122e+00,-5.179048887199999740e+01,-5.386216157999999865e+01
1.481574074099999860e+00,-5.111312179200000116e+01,-5.165693386299999901e+01
1.501593994000000043e+00,-5.127218283799999909e+01,-5.046329180499999723e+01
1.521613913900000004e+00,-4.907196781799999741e+01,-4.946745910799999990e+01
1.541633833799999964e+00,-4.918677565099999782e+01,-5.004122467999999913e+01
1.561653753799999933e+00,-4.821962869400000073e+01,-5.248749942300000271e+01
1.581673673700000116e+00,-5.052197788200000161e+01,-4.745633109100000269e+01
1.601693593599999854e+00,-4.935216876199999803e+01,-4.847295338800000053e+01
1.621713513500000037e+00,-4.739097861300000147e+01,-4.772112635900000299e+01
1.641733433399999997e+00,-4.778793781600000301e+01,-4.505146555299999989e+01
1.661753353400000188e+00,-4.805490419899999921e+01,-4.600334544999999764e+01
1.681773273299999927e+00,-5.530227235699999966e+01,-4.884504170700000003e+01
1.701793193200000109e+00,-4.941355199699999901e+01,-4.872623897900000145e+01
1.721813113099999848e+00,-4.522616043000000019e+01,-4.939096820000000321e+01
1.741833033000000031e+00,-4.483562438700000286e+01,-4.969418561399999845e+01
1.761852952999999999e+00,-4.622259213000000244e+01,-5.084926118799999983e+01
1.781872872900000182e+00,-4.720345784300000247e+01,-5.077003016599999796e+01
1.801892792799999921e+00,-4.734727935000000087e+01,-5.225968447000000339e+01
1.821912712700000103e+00,-4.608168772599999841e+01,-5.286440630799999951e+01
1.841932632599999842e+00,-4.549548540199999991e+01,-5.326946241800000337e+01
1.861952552599999811e+00,-4.675403472699999696e+01,-5.182561940400000111e+01
1.881972472499999993e+00,-4.819586226199999857e+01,-5.423646881199999825e+01
1.901992392400000176e+00,-5.030668785999999670e+01,-5.606922203799999949e+01
1.922012312299999914e+00,-4.997085948899999863e+01,-5.546122134800000225e+01
1.942032232200000097e+00,-5.047010069400000276e+01,-5.410544448699999975e+01
1.962052152200000066e+00,-5.588921172300000251e+01,-5.040899556099999756e+01
1.982072072099999804e+00,-5.672484391599999753e+01,-4.926735096099999822e+01
2.002091991999999987e+00,-5.565535178999999744e+01,-5.059766823199999664e+01
2.022111911900000170e+00,-5.196995161699999954e+01,-4.979833911000000057e+01
2.042131831799999908e+00,-4.995973594800000228e+01,-5.052917862599999665e+01
2.062151751800000099e+00,-4.998856943199999847e+01,-5.160006619199999989e+01
2.082171671699999838e+00,-4.922713150399999904e+01,-5.046528522500000236e+01
2.102191591600000020e+00,-4.649330177000000219e+01,-4.852248634299999708e+01
