freq_GHz,S21_dB,S31_dB
1.000000000000000048e-04,-8.898930949600000417e+01,-9.056317933900000128e+01
2.011991992000000326e-02,-1.007572766100000052e+02,-8.709612124800000288e+01
4.013983984000000366e-02,-9.303257341399999802e+01,-9.214398336799999356e+01
6.015975976000000058e-02,-1.031525742000000037e+02,-9.214881490400000530e+01
8.017967968000000445e-02,-9.768229576800000302e+01,-9.704526844500000493e+01
1.001995995999999944e-01,-9.627852845200000331e+01,-9.520500723799999321e+01
1.202195195199999983e-01,-1.018911234400000012e+02,-1.177423075800000021e+02
1.402394394400000022e-01,-1.011405398800000057e+02,-1.008288339300000018e+02
1.602593593600000199e-01,-9.205402002099999947e+01,-9.420656203699999764e+01
1.802792792800000099e-01,-1.079164875299999977e+02,-9.307941811300000268e+01
2.002991991999999999e-01,-9.555767982099999358e+01,-9.272915725299999679e+01
2.203191191200000176e-01,-1.088374015699999973e+02,-9.934728818000000672e+01
2.403390390399999799e-01,-9.648484446999999875e+01,-9.363283425800000259e+01
2.603589589599999976e-01,-9.169978825900000174e+01,-9.657038781900000401e+01
2.803788788800000154e-01,-9.819587194000000352e+01,-9.791050295099999801e+01
3.003987988000000331e-01,-9.295629036399999734e+01,-9.239011997000000065e+01
3.204187187200000508e-01,-9.563430789999999604e+01,-9.009422651500000256e+01
3.404386386400000131e-01,-8.791406405099999688e+01,-9.450405944300000272e+01
3.604585585599999753e-01,-9.496131660300000021e+01,-9.390216402800000139e+01
3.804784784799999930e-01,-9.601504611199999317e+01,-9.036580499000000088e+01
4.004983983999999553e-01,-9.511919331599999339e+01,-8.793929120200000682e+01
4.205183183199999730e-01,-8.592508178100000293e+01,-8.359427375900000357e+01
4.405382382399999908e-01,-9.724081220099999712e+01,-8.443782614699999556e+01
4.605581581600000085e-01,-9.138532964300000572e+01,-9.811929028800000196e+01
4.805780780799999707e-01,-8.761427455400000497e+01,-8.935605434999999375e+01
5.005979980000000440e-01,-9.111160303500000168e+01,-9.245506081999999992e+01
5.206179179200000062e-01,-8.980433242399999472e+01,-8.782514559300000201e+01
5.406378378400000795e-01,-9.066579122800000334e+01,-8.635208347699999365e+01
5.606577577600000417e-01,-9.354012654400000315e+01,-8.169901909700000431e+01
5.806776776799998929e-01,-9.509993514800000014e+01,-8.624061564800000212e+01
6.006975976000000772e-01,-8.512070596300000602e+01,-9.424109932000000356e+01
6.207175175199999284e-01,-8.921496400399999516e+01,-8.289486309199999425e+01
6.407374374400001127e-01,-9.473970218899999907e+01,-7.955187555300000213e+01
6.607573573599999639e-01,-8.436429908700000624e+01,-7.508205095799999640e+01
6.807772772799999261e-01,-7.932756790400000568e+01,-7.130097789699999566e+01
7.007971971999999994e-01,-7.964936222599999383e+01,-7.283165510000000609e+01
7.208171171199999616e-01,-7.536456012899999735e+01,-7.322048805000000016e+01
7.408370370399999238e-01,-7.881591180399999530e+01,-7.166294884500000251e+01
7.608569569599999971e-01,-7.733713375700000370e+01,-7.789551197400000149e+01
7.808768768799999593e-01,-8.679620516200000679e+01,-7.193397640599999932e+01
8.008967967999999216e-01,-6.998023983100000578e+01,-6.862938290799999663e+01
8.209167167199999948e-01,-6.530197976200000198e+01,-6.410956556700000419e+01
8.409366366399999571e-01,-6.421829878900000210e+01,-6.366893654399999747e+01
8.609565565599999193e-01,-6.081868894899999844e+01,-6.165354213599999866e+01
8.809764764799999925e-01,-6.169985214100000093e+01,-6.078885222499999941e+01
9.009963963999999548e-01,-6.268310016699999920e+01,-6.435294249599999716e+01
9.210163163200000280e-01,-6.133345395199999928e+01,-6.843644792400000654e+01
9.410362362399999903e-01,-5.787833150099999813e+01,-7.313218831099999306e+01
9.610561561599999525e-01,-5.792098608900000301e+01,-7.093892579299999568e+01
9.810760760800000257e-01,-5.682063890700000286e+01,-6.316758870299999984e+01
1.001095996000000099e+00,-5.768360884100000163e+01,-6.083363657900000021e+01
1.021115915900000060e+00,-6.020882985600000126e+01,-5.930157654300000303e+01
1.041135835800000020e+00,-6.176360543399999870e+01,-6.101062841099999901e+01
1.061155755799999989e+00,-5.734896964099999650e+01,-5.902759465300000130e+01
1.081175675699999950e+00,-5.562921090300000060e+01,-5.814461151100000080e+01
1.101195595599999910e+00,-5.391622951499999772e+01,-5.765937925600000113e+01
