freq_GHz,S21_dB,S31_dB
1.000000000000000048e-04,-8.149402818800000148e+01,-7.517303834400000540e+01
2.011991992000000326e-02,-1.005674659700000007e+02,-8.830195141599999431e+01
4.013983984000000366e-02,-9.838628902600000004e+01,-9.566901551600000175e+01
6.015975976000000058e-02,-9.696987626199999966e+01,-8.987625023799999724e+01
8.017967968000000445e-02,-9.533098489500000028e+01,-9.492838024300000654e+01
1.001995995999999944e-01,-9.402365046600000653e+01,-9.189590862999999388e+01
1.202195195199999983e-01,-1.071355626200000017e+02,-9.265132480600000520e+01
1.402394394400000022e-01,-1.049508858300000043e+02,-9.462409713300000647e+01
1.602593593600000199e-01,-9.675134199999999396e+01,-9.899636855599999308e+01
1.802792792800000099e-01,-1.012480104499999953e+02,-9.638273282999999481e+01
2.002991991999999999e-01,-1.003912771100000043e+02,-9.755179918299999997e+01
2.203191191200000176e-01,-9.860069480399999975e+01,-9.737320776400000000e+01
2.403390390399999799e-01,-9.802726856099999964e+01,-9.346224603699999989e+01
2.603589589599999976e-01,-9.528277012300000592e+01,-9.195428470400000265e+01
2.803788788800000154e-01,-9.327151277100000470e+01,-1.081984883199999956e+02
3.003987988000000331e-01,-9.316720956199999648e+01,-1.031684854800000011e+02
3.204187187200000508e-01,-8.907759502400000429e+01,-9.420153174099999660e+01
3.404386386400000131e-01,-9.983797143900000037e+01,-8.734264901699999939e+01
3.604585585599999753e-01,-8.999623980900000220e+01,-1.015663103100000058e+02
3.804784784799999930e-01,-9.453883644900000149e+01,-8.903212489000000573e+01
4.004983983999999553e-01,-8.626662489100000641e+01,-8.356088907400000210e+01
4.205183183199999730e-01,-8.528294302099999413e+01,-8.182202342899999792e+01
4.405382382399999908e-01,-8.833979058600000656e+01,-8.347056353799999329e+01
4.605581581600000085e-01,-9.898410627600000566e+01,-1.021422037499999931e+02
4.805780780799999707e-01,-1.018716434499999934e+02,-8.825860243900000057e+01
5.005979980000000440e-01,-9.530284032900000568e+01,-8.503958812599999817e+01
5.206179179200000062e-01,-9.175622266999999965e+01,-9.279807527699999525e+01
5.406378378400000795e-01,-8.631443106000000398e+01,-8.663946915799999715e+01
5.606577577600000417e-01,-8.214761736100000178e+01,-8.393757856800000638e+01
5.806776776799998929e-01,-8.384290757300000507e+01,-8.464051852500000450e+01
6.006975976000000772e-01,-8.997235743900000671e+01,-8.186102637800000537e+01
6.207175175199999284e-01,-9.324596734099999651e+01,-8.379133155200000260e+01
6.407374374400001127e-01,-8.539646343900000147e+01,-7.531495196400000225e+01
