freq_GHz,S21_dB,S31_dB
1.000000000000000048e-04,-9.104924834300000214e+01,-8.084147742700000094e+01
2.011991992000000326e-02,-8.836770212599999752e+01,-9.109231385699999350e+01
4.013983984000000366e-02,-8.776352606400000411e+01,-1.040530624900000021e+02
6.015975976000000058e-02,-9.239331255099999396e+01,-1.052204920700000059e+02
8.017967968000000445e-02,-9.298434419299999831e+01,-9.230888697999999692e+01
1.001995995999999944e-01,-9.251580206399999895e+01,-9.617374365999999952e+01
1.202195195199999983e-01,-9.947521342500000685e+01,-9.556137844699999562e+01
1.402394394400000022e-01,-1.026433246400000030e+02,-9.966953832500000487e+01
1.602593593600000199e-01,-9.747530308599999671e+01,-1.077137788900000004e+02
1.802792792800000099e-01,-9.277630170400000509e+01,-9.477305465999999967e+01
2.002991991999999999e-01,-9.693291172399999311e+01,-1.046163389099999961e+02
2.203191191200000176e-01,-9.419227702000000590e+01,-9.302891404400000397e+01
2.403390390399999799e-01,-9.605866414700000178e+01,-1.083662424399999935e+02
2.603589589599999976e-01,-9.263461670399999548e+01,-9.499061669900000027e+01
2.803788788800000154e-01,-9.894944541799999627e+01,-9.205406607700000166e+01
3.003987988000000331e-01,-9.102473786100000552e+01,-9.891148526800000695e+01
3.204187187200000508e-01,-9.202411496099999511e+01,-9.282151991000000635e+01
3.404386386400000131e-01,-9.338345739899999387e+01,-8.991577268899999353e+01
3.604585585599999753e-01,-1.133544829599999986e+02,-9.286498647000000517e+01
3.804784784799999930e-01,-8.845289701900000523e+01,-8.887631359700000644e+01
4.004983983999999553e-01,-1.090013229200000069e+02,-8.592976205399999401e+01
4.205183183199999730e-01,-9.374256194299999834e+01,-8.351986096800000325e+01
4.405382382399999908e-01,-8.612631729500000688e+01,-8.478883964199999923e+01
4.605581581600000085e-01,-8.908453315600000622e+01,-9.088741545800000665e+01
4.805780780799999707e-01,-8.736297442999999419e+01,-9.907493446700000561e+01
5.005979980000000440e-01,-8.909236270700000659e+01,-8.721483769799999664e+01
5.206179179200000062e-01,-8.793753780400000153e+01,-8.390781677200000388e+01
5.406378378400000795e-01,-8.944110835499999723e+01,-9.178865615300000513e+01
5.606577577600000417e-01,-8.007791742300000237e+01,-8.312909868100000210e+01
5.806776776799998929e-01,-9.008284281199999555e+01,-8.717012427400000263e+01
6.006975976000000772e-01,-8.247507199400000388e+01,-8.251004058200000202e+01
6.207175175199999284e-01,-8.029706655200000398e+01,-8.963018474099999366e+01
6.407374374400001127e-01,-8.264143897399999616e+01,-8.350509857400000158e+01
