freq_GHz,S21_dB,S31_dB
1.000000000000000048e-04,-8.693028291599999591e+01,-8.827873405799999773e+01
2.011991992000000326e-02,-8.667177514899999835e+01,-9.469119381500000543e+01
4.013983984000000366e-02,-9.442464830199999426e+01,-9.650290780699999971e+01
6.015975976000000058e-02,-8.861888703299999293e+01,-8.744720895499999358e+01
8.017967968000000445e-02,-9.299464383299999781e+01,-8.899978660600000069e+01
1.001995995999999944e-01,-9.542655210899999929e+01,-1.011747772500000053e+02
1.202195195199999983e-01,-9.661123333899999466e+01,-1.126265881700000051e+02
1.402394394400000022e-01,-9.760406131800000651e+01,-9.839623206100000630e+01
1.602593593600000199e-01,-9.359251717700000484e+01,-9.292649706599999604e+01
1.802792792800000099e-01,-9.554819447200000582e+01,-9.495056115799999930e+01
2.002991991999999999e-01,-9.177387781199999495e+01,-1.006054422200000005e+02
2.203191191200000176e-01,-1.025166920500000032e+02,-9.204896248999999386e+01
2.403390390399999799e-01,-9.443427285100000290e+01,-9.642741012400000500e+01
2.603589589599999976e-01,-1.021031276599999984e+02,-9.331099564199999463e+01
2.803788788800000154e-01,-9.525561992100000452e+01,-9.114416036999999449e+01
3.003987988000000331e-01,-9.686482427800000039e+01,-9.864670542099999295e+01
3.204187187200000508e-01,-9.693407466200000044e+01,-1.119162397999999996e+02
3.404386386400000131e-01,-1.051970364299999972e+02,-9.610719154400000264e+01
3.604585585599999753e-01,-9.232084158700000387e+01,-9.367196457199999315e+01
3.804784784799999930e-01,-8.926459136900000146e+01,-9.242918188999999529e+01
4.004983983999999553e-01,-8.715085290899999393e+01,-8.648471957499999974e+01
4.205183183199999730e-01,-9.610255526100000623e+01,-8.368571900199999902e+01
4.405382382399999908e-01,-8.789804904400000396e+01,-9.933644319299999381e+01
4.605581581600000085e-01,-9.341629974600000708e+01,-8.640935668999999564e+01
4.805780780799999707e-01,-1.011790878999999990e+02,-9.448763103500000682e+01
5.005979980000000440e-01,-9.502349020799999835e+01,-8.431352180999999746e+01
5.206179179200000062e-01,-8.562093166200000383e+01,-8.992726248600000361e+01
5.406378378400000795e-01,-8.350396008100000245e+01,-8.880573361599999771e+01
5.606577577600000417e-01,-8.996986545199999341e+01,-8.666860158299999739e+01
5.806776776799998929e-01,-8.521501980099999685e+01,-8.827381213900000034e+01
6.006975976000000772e-01,-1.076911537200000026e+02,-8.404785007499999949e+01
6.207175175199999284e-01,-7.897692265599999928e+01,-9.129579959599999484e+01
6.407374374400001127e-01,-8.254407410500000708e+01,-8.742558633000000157e+01
6.607573573599999639e-01,-7.829905025099999705e+01,-8.357311542499999746e+01
6.807772772799999261e-01,-7.138385543100000064e+01,-8.821946482500000286e+01
7.007971971999999994e-01,-7.087287398799999494e+01,-9.330629223200000411e+01
7.208171171199999616e-01,-6.968493489399999419e+01,-9.546621881699999790e+01
7.408370370399999238e-01,-6.810519470200000569e+01,-7.579078123700000447e+01
7.608569569599999971e-01,-6.856010829199999534e+01,-7.177975654300000485e+01
7.808768768799999593e-01,-6.539159028000000262e+01,-6.858439228100000662e+01
8.008967967999999216e-01,-6.491227324800000531e+01,-6.643442002899999466e+01
8.209167167199999948e-01,-6.092507248700000133e+01,-6.475640405699999747e+01
8.409366366399999571e-01,-5.940577057800000205e+01,-5.939140518899999677e+01
8.609565565599999193e-01,-5.736899767399999917e+01,-5.784760661199999987e+01
8.809764764799999925e-01,-5.580041270600000303e+01,-5.844326581400000009e+01
9.009963963999999548e-01,-5.538857823200000041e+01,-5.848623896499999830e+01
9.210163163200000280e-01,-5.825626502499999759e+01,-6.219779293999999936e+01
9.410362362399999903e-01,-5.961373372900000334e+01,-5.831994665900000285e+01
9.610561561599999525e-01,-6.176339965300000046e+01,-5.880243406400000339e+01
9.810760760800000257e-01,-6.911173135500000342e+01,-6.064582079200000209e+01
1.001095996000000099e+00,-8.233662565000000200e+01,-6.172290477699999656e+01
1.021115915900000060e+00,-6.551247973499999944e+01,-6.023590664099999969e+01
1.041135835800000020e+00,-6.525639146899999332e+01,-6.143929846599999678e+01
1.061155755799999989e+00,-6.444065552499999683e+01,-6.299580918499999882e+01
1.081175675699999950e+00,-6.439232790799999862e+01,-6.218475716700000078e+01
1.101195595599999910e+00,-6.544911729000000378e+01,-6.231776099300000027e+01
1.121215515500000093e+00,-6.543312812499999609e+01,-6.274756118599999866e+01
1.141235435400000053e+00,-6.938957595499999798e+01,-6.270097650999999672e+01
1.161255355400000022e+00,-7.154506303099999798e+01,-6.244535833799999835e+01
1.181275275299999983e+00,-8.239970104699999354e+01,-6.152393663400000179e+01
1.201295195199999943e+00,-6.916882896799999969e+01,-6.109131033100000252e+01
1.221315115099999904e+00,-6.493293425500000637e+01,-5.912108523999999932e+01
1.241335035000000087e+00,-6.253975629199999986e+01,-6.085177951400000040e+01
1.261354955000000055e+00,-5.882361393200000066e+01,-6.631760012399999482e+01
1.281374874900000016e+00,-6.060154658500000124e+01,-6.287259418200000027e+01
1.301394794799999977e+00,-5.982092004199999735e+01,-6.056997166000000021e+01
1.321414714699999937e+00,-6.370164604899999716e+01,-5.604760702800000161e+01
