freq_GHz,S21_dB,S31_dB
1.000000000000000048e-04,-7.715232657999999333e+01,-9.641584527599999888e+01
2.011991992000000326e-02,-8.794052343299999563e+01,-9.407225304499999652e+01
4.013983984000000366e-02,-9.295651190600000291e+01,-9.379327068300000292e+01
6.015975976000000058e-02,-9.064086109999999508e+01,-9.505043686300000161e+01
8.017967968000000445e-02,-9.667447743699999307e+01,-9.339354276000000254e+01
1.001995995999999944e-01,-9.589478420000000369e+01,-1.155217195000000032e+02
1.202195195199999983e-01,-1.013385018900000034e+02,-9.849495930300000168e+01
1.402394394400000022e-01,-9.425716374300000666e+01,-9.615810494599999458e+01
1.602593593600000199e-01,-1.005900612800000005e+02,-1.033703727500000014e+02
1.802792792800000099e-01,-9.025920195999999862e+01,-9.283899499199999639e+01
2.002991991999999999e-01,-1.039765041299999950e+02,-1.045918310299999945e+02
2.203191191200000176e-01,-9.215941214100000423e+01,-9.717734727699999553e+01
2.403390390399999799e-01,-1.001591423699999979e+02,-9.772533387599999344e+01
2.603589589599999976e-01,-1.009697537499999953e+02,-9.376052331900000070e+01
2.803788788800000154e-01,-1.027741687799999966e+02,-9.298374763600000392e+01
3.003987988000000331e-01,-1.141010144699999955e+02,-1.114835582599999952e+02
3.204187187200000508e-01,-9.544976703800000450e+01,-1.022486742100000043e+02
3.404386386400000131e-01,-8.887350666999999760e+01,-8.983472745299999929e+01
3.604585585599999753e-01,-9.324284337800000344e+01,-9.326299407999999858e+01
3.804784784799999930e-01,-9.247591815100000190e+01,-8.816867594699999700e+01
4.004983983999999553e-01,-8.520791888399999436e+01,-8.297419497699999624e+01
4.205183183199999730e-01,-8.543551464300000475e+01,-8.540023153299999592e+01
4.405382382399999908e-01,-8.672408320700000672e+01,-8.245270531600000652e+01
4.605581581600000085e-01,-8.686443085700000211e+01,-8.639628618499999391e+01
4.805780780799999707e-01,-9.715698874299999943e+01,-8.690475144799999896e+01
5.005979980000000440e-01,-9.187151767599999630e+01,-8.564820009800000378e+01
5.206179179200000062e-01,-9.076283282400000019e+01,-8.449983628500000066e+01
5.406378378400000795e-01,-8.917939947300000370e+01,-8.702972783299999548e+01
5.606577577600000417e-01,-8.933489796599999977e+01,-8.618625931799999762e+01
5.806776776799998929e-01,-8.369934318900000392e+01,-8.789770285800000238e+01
6.006975976000000772e-01,-8.702965741399999899e+01,-8.219301830199999870e+01
6.207175175199999284e-01,-9.042468359000000078e+01,-7.635947933299999590e+01
6.407374374400001127e-01,-8.848495054599999321e+01,-7.160053068999999937e+01
6.607573573599999639e-01,-8.007857242000000042e+01,-6.872100017399999672e+01
6.807772772799999261e-01,-7.863210695300000452e+01,-6.672393499800000427e+01
